日期,縣市別代碼,行政區域代碼,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
20180105,67000,67000270,一甲里,住宅,75,2,3,8,11,0,2,2,3,1,18,5,22.9765425,120.2548436
20180117,67000,67000270,一甲里,住宅,52,0,0,3,3,0,0,0,0,0,0,0,22.9765425,120.2548436
20180122,67000,67000270,一甲里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,22.9765425,120.2548436
20180222,67000,67000270,一甲里,住宅,50,0,1,11,12,0,0,0,0,0,0,0,22.9771958,120.2613689
20180314,67000,67000270,一甲里,住宅,50,0,1,4,5,0,0,0,0,0,0,0,22.9771958,120.2613689
20180418,67000,67000270,一甲里,住宅,50,0,1,12,13,0,0,0,0,0,0,0,22.9771958,120.2613689
20180427,67000,67000270,一甲里,住宅,50,1,2,4,6,0,1,1,2,1,17,5,22.9771958,120.2613689
20180503,67000,67000270,一甲里,住宅,50,1,5,5,10,1,0,1,2,1,10,4,120.2613689,22.9771958
20180508,67000,67000270,一甲里,住宅,50,0,1,25,26,0,0,0,0,0,0,0,22.9771958,120.2613689
20180516,67000,67000270,一甲里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,22.9771958,120.2613689
20180517,67000,67000270,一甲里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,22.9771958,120.2613689
20180524,67000,67000270,一甲里,住宅,50,2,0,6,6,0,2,2,4,1,33,8,22.9771958,120.2613689
20180606,67000,67000270,一甲里,住宅,50,0,8,2,10,0,0,0,0,0,0,0,22.9771958,120.2613689
20180611,67000,67000270,一甲里,住宅,50,1,0,10,10,0,2,2,4,1,20,5,22.9771958,120.2613689
20180719,67000,67000270,一甲里,住宅,75,3,4,43,47,0,11,11,15,3,23,6,22.9771958,120.2613689
20180731,67000,67000270,一甲里,住宅,50,1,0,9,9,0,1,1,2,1,11,4,22.9771958,120.2613689
20180807,67000,67000270,一甲里,住宅,50,3,11,17,28,1,2,3,6,2,11,4,22.9771958,120.2613689
20180815,67000,67000270,一甲里,住宅,50,1,0,15,15,0,1,1,2,1,7,3,22.9771958,120.2613689
20180822,67000,67000270,一甲里,住宅,57,0,0,4,4,0,0,0,0,0,0,0,22.9771958,120.2613689
20180822,67000,67000270,一甲里,住宅,50,1,0,24,24,0,1,1,2,1,4,2,22.9771958,120.2613689
20180828,67000,67000270,一甲里,住宅,50,4,10,24,34,2,3,5,10,3,15,5,22.9771958,120.2613689
20180901,67000,67000270,一甲里,住宅,50,11,3,39,42,1,21,22,44,5,52,9,22.9771958,120.2613689
20180903,67000,67000270,一甲里,住宅,50,4,0,33,33,0,4,4,8,2,12,4,22.9771958,120.2613689
20180913,67000,67000270,一甲里,住宅,75,1,1,5,6,0,1,1,1,1,17,5,22.9771958,120.2613689
20180915,67000,67000270,一甲里,住宅,56,0,1,26,27,0,0,0,0,0,0,0,22.9771958,120.2613689
20180920,67000,67000270,一甲里,住宅,75,4,0,19,19,0,4,4,5,2,21,6,22.9771958,120.2613689
20181003,67000,67000270,一甲里,住宅,50,2,1,10,11,0,2,2,4,1,18,5,22.9771958,120.2613689
20181109,67000,67000270,一甲里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.2613689,22.9771958
20181112,67000,67000270,一甲里,住宅,50,1,0,14,14,0,1,1,2,1,7,3,120.2613689,22.9771958
20181130,67000,67000270,一甲里,住宅,50,1,0,8,8,0,1,1,2,1,13,4,120.2613689,22.9771958
20181218,67000,67000270,一甲里,住宅,50,2,0,8,8,0,2,2,4,1,25,6,120.2613689,22.9771958
20181222,67000,67000270,一甲里,住宅,75,0,0,2,2,0,0,0,0,0,0,0,120.2613689,22.9771958
20181226,67000,67000270,一甲里,住宅,75,1,5,8,13,1,0,1,1,1,8,3,120.2613689,22.9771958
20180116,67000,67000090,七甲里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,23.2192017,120.3478746
20180416,67000,67000280,七甲里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,22.9820507,120.2830007
20180710,67000,67000280,七甲里,住宅,50,1,0,22,22,0,1,1,2,1,5,2,22.9820507,120.2830007
20180716,67000,67000090,七甲里,地區,50,0,0,13,13,0,0,0,0,0,0,0,23.2192017,120.3478746
20180920,67000,67000090,七甲里,地區,50,1,0,9,9,0,1,1,2,1,11,4,23.2192017,120.3478746
20181101,67000,67000280,七甲里,住宅,50,0,0,35,35,0,0,0,0,0,0,0,120.2830007,22.9820507
20181115,67000,67000090,七甲里,地區,50,0,0,1,1,0,0,0,0,0,0,0,120.3478746,23.2192017
20181205,67000,67000280,七甲里,住宅,50,0,0,0,0,0,0,0,0,0,0,0,120.2830007,22.9820507
20181011,67000,67000150,七股里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,23.1300216,120.134391
20180124,67000,67000310,二王里,住宅,51,0,22,6,28,0,0,0,0,0,0,0,23.0177985,120.2469457
20180213,67000,67000310,二王里,住宅,50,1,4,10,14,0,1,1,2,1,7,3,23.0177985,120.2469457
20180213,67000,67000310,二王里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.0177985,120.2469457
20180307,67000,67000310,二王里,住宅,50,1,4,7,11,0,1,1,2,1,9,3,23.0177985,120.2469457
20180308,67000,67000310,二王里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,23.0177985,120.2469457
20180326,67000,67000310,二王里,住宅,75,1,5,5,10,0,1,1,1,1,10,4,23.0177985,120.2469457
20180427,67000,67000310,二王里,住宅,50,0,4,2,6,0,0,0,0,0,0,0,23.0177985,120.2469457
20180511,67000,67000310,二王里,住宅,50,1,0,13,13,0,1,1,2,1,8,3,23.0177985,120.2469457
20180516,67000,67000310,二王里,住宅,50,0,10,4,14,0,0,0,0,0,0,0,23.0177985,120.2469457
20180525,67000,67000310,二王里,住宅,50,0,2,10,12,0,0,0,0,0,0,0,23.0177985,120.2469457
20180531,67000,67000310,二王里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,23.0177985,120.2469457
20180712,67000,67000310,二王里,住宅,50,1,0,30,30,0,7,7,14,3,23,6,23.0177985,120.2469457
20180713,67000,67000310,二王里,其他,50,1,1,11,12,0,1,1,2,1,8,3,23.0177985,120.2469457
20180719,67000,67000310,二王里,住宅,50,1,3,15,18,0,1,1,2,1,6,3,23.0177985,120.2469457
20180809,67000,67000310,二王里,住宅,50,4,10,17,27,2,2,4,8,2,15,5,23.0177985,120.2469457
20180827,67000,67000310,二王里,住宅,21,0,2,12,14,0,0,0,0,0,0,0,23.0177985,120.2469457
20180914,67000,67000310,二王里,住宅,50,0,2,4,6,0,0,0,0,0,0,0,23.0177985,120.2469457
20180921,67000,67000310,二王里,住宅,50,1,7,10,17,1,0,1,2,1,6,3,23.0177985,120.2469457
20180928,67000,67000310,二王里,住宅,50,2,3,3,6,2,0,2,4,1,33,8,23.0177985,120.2469457
20181009,67000,67000310,二王里,住宅,50,1,4,2,6,1,0,1,2,1,17,5,23.0177985,120.2469457
20181018,67000,67000310,二王里,住宅,50,0,2,2,4,0,0,0,0,0,0,0,23.0177985,120.2469457
20181102,67000,67000310,二王里,住宅,50,2,6,18,24,0,2,2,4,1,8,3,120.2469457,23.0177985
20181113,67000,67000310,二王里,住宅,50,0,6,10,16,0,0,0,0,0,0,0,120.2469457,23.0177985
20181123,67000,67000310,二王里,住宅,50,1,4,9,13,0,2,2,4,1,15,5,120.2469457,23.0177985
20181129,67000,67000310,二王里,住宅,50,0,5,0,5,0,0,0,0,0,0,0,120.2469457,23.0177985
20181203,67000,67000310,二王里,住宅,50,0,3,5,8,0,0,0,0,0,0,0,120.2469457,23.0177985
20181220,67000,67000310,二王里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,120.2469457,23.0177985
20180419,67000,67000090,二甲里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,23.2278593,120.344992
20180608,67000,67000090,二甲里,地區,52,0,0,4,4,0,0,0,0,0,0,0,23.2278593,120.344992
20180730,67000,67000090,二甲里,地區,100,1,0,52,52,0,1,1,1,1,2,1,23.2278593,120.344992
20180803,67000,67000090,二甲里,住宅,54,0,1,20,21,0,0,0,0,0,0,0,23.2278593,120.344992
20181206,67000,67000090,二甲里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.344992,23.2278593
20180102,67000,67000270,二行里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,22.9212251,120.2209801
20180129,67000,67000270,二行里,住宅,51,0,8,9,17,0,0,0,0,0,0,0,22.9212251,120.2209801
20180212,67000,67000270,二行里,住宅,50,0,8,5,13,0,0,0,0,0,0,0,22.9212251,120.2209801
20180226,67000,67000270,二行里,住宅,50,1,1,12,13,0,1,1,2,1,8,3,22.9212251,120.2209801
20180305,67000,67000270,二行里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,22.9212251,120.2209801
20180311,67000,67000270,二行里,地區,50,0,0,9,9,0,0,0,0,0,0,0,22.9212251,120.2209801
20180312,67000,67000270,二行里,住宅,50,0,3,5,8,0,0,0,0,0,0,0,22.9212251,120.2209801
20180319,67000,67000270,二行里,住宅,50,3,2,11,13,0,4,4,8,2,31,7,22.9212251,120.2209801
20180331,67000,67000270,二行里,住宅,50,2,0,6,6,0,2,2,4,1,33,8,22.9212251,120.2209801
20180416,67000,67000270,二行里,住宅,50,1,2,9,11,0,1,1,2,1,9,3,22.9212251,120.2209801
20180423,67000,67000270,二行里,住宅,50,0,4,5,9,0,0,0,0,0,0,0,22.9212251,120.2209801
20180430,67000,67000270,二行里,住宅,50,4,3,8,11,1,3,4,8,2,36,8,120.2209801,22.9212251
20180507,67000,67000270,二行里,住宅,50,0,4,10,14,0,0,0,0,0,0,0,22.9212251,120.2209801
20180514,67000,67000270,二行里,地區,50,0,4,3,7,0,0,0,0,0,0,0,22.9212251,120.2209801
20180522,67000,67000270,二行里,住宅,50,0,3,4,7,0,0,0,0,0,0,0,22.9212251,120.2209801
20180529,67000,67000270,二行里,住宅,50,1,2,10,12,1,0,1,2,1,8,3,22.9212251,120.2209801
20180605,67000,67000270,二行里,住宅,50,2,2,8,10,0,3,3,6,2,30,7,22.9212251,120.2209801
20180612,67000,67000270,二行里,住宅,50,0,4,5,9,0,0,0,0,0,0,0,22.9212251,120.2209801
20180702,67000,67000270,二行里,住宅,50,2,0,25,25,0,2,2,4,1,8,3,22.9212251,120.2209801
20180711,67000,67000270,二行里,住宅,50,1,3,3,6,0,1,1,2,1,17,5,22.9212251,120.2209801
20180720,67000,67000270,二行里,住宅,50,1,0,22,22,0,1,1,2,1,5,2,22.9212251,120.2209801
20180801,67000,67000270,二行里,住宅,50,2,0,11,11,0,2,2,4,1,18,5,22.9212251,120.2209801
20180810,67000,67000270,二行里,住宅,50,4,3,15,18,0,4,4,8,2,22,6,22.9212251,120.2209801
20180817,67000,67000270,二行里,住宅,50,2,8,26,34,0,3,3,6,2,9,3,22.9212251,120.2209801
20180821,67000,67000270,二行里,住宅,50,1,0,28,28,0,1,1,2,1,4,2,22.9212251,120.2209801
20180830,67000,67000270,二行里,住宅,50,7,0,39,39,0,8,8,16,3,21,6,22.9212251,120.2209801
20180903,67000,67000270,二行里,住宅,50,2,2,14,16,0,2,2,4,1,13,4,22.9212251,120.2209801
20180914,67000,67000270,二行里,住宅,50,0,1,5,6,0,0,0,0,0,0,0,22.9212251,120.2209801
20180918,67000,67000270,二行里,住宅,50,3,0,9,9,0,3,3,6,2,33,8,22.9212251,120.2209801
20181004,67000,67000270,二行里,住宅,50,0,4,2,6,0,0,0,0,0,0,0,22.9212251,120.2209801
20181023,67000,67000270,二行里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,22.9212251,120.2209801
20181109,67000,67000270,二行里,住宅,50,1,0,7,7,0,2,2,4,1,29,7,120.2209801,22.9212251
20181112,67000,67000270,二行里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.2209801,22.9212251
20181119,67000,67000270,二行里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2209801,22.9212251
20181126,67000,67000270,二行里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.2209801,22.9212251
20181203,67000,67000270,二行里,住宅,75,1,4,5,9,0,1,1,1,1,11,4,120.2209801,22.9212251
20181210,67000,67000270,二行里,住宅,75,1,0,9,9,0,1,1,1,1,11,4,109.8379838,40.66694849
20181217,67000,67000270,二行里,住宅,75,0,0,9,9,0,0,0,0,0,0,0,120.2209801,22.9212251
20181224,67000,67000270,二行里,住宅,75,0,3,6,9,0,0,0,0,0,0,0,120.2209801,22.9212251
20180213,67000,67000110,二溪里,住宅,50,1,0,19,19,0,1,1,2,1,5,2,23.122445,120.4184782
20180305,67000,67000110,二溪里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,23.122445,120.4184782
20180815,67000,67000110,二溪里,住宅,50,0,0,21,21,0,0,0,0,0,0,0,23.122445,120.4184782
20181011,67000,67000110,二溪里,住宅,50,0,0,24,24,0,0,0,0,0,0,0,23.122445,120.4184782
20180212,67000,67000100,二鎮里,住宅,67,0,0,15,15,0,0,0,0,0,0,0,23.2063507,120.3262535
20180517,67000,67000100,二鎮里,住宅,56,0,0,0,0,0,0,0,0,0,0,0,23.2063507,120.3262535
20181128,67000,67000100,二鎮里,地區,50,0,0,8,8,0,0,0,0,0,0,0,120.3262535,23.2063507
20180612,67000,67000040,人和里,住宅,50,0,0,42,42,0,0,0,0,0,0,0,23.2896492,120.3003035
20181207,67000,67000040,人和里,住宅,50,2,0,39,39,0,2,2,4,1,5,2,120.3003035,23.2896492
20180416,67000,67000280,八甲里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,22.9746957,120.2988617
20180816,67000,67000280,八甲里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,22.9746957,120.2988617
20180116,67000,67000040,八翁里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.2694095,120.2945362
20180828,67000,67000040,八翁里,住宅,50,0,0,56,56,0,0,0,0,0,0,0,23.2694095,120.2945362
20180913,67000,67000040,八翁里,住宅,50,0,0,16,16,0,0,0,0,0,0,0,23.2694095,120.2945362
20181123,67000,67000040,八翁里,住宅,50,1,0,14,14,0,1,1,2,1,7,3,120.2945362,23.2694095
20181123,67000,67000040,八翁里,住宅,50,1,0,14,14,0,1,1,2,1,7,3,120.2945362,23.2694095
20180105,67000,67000340,力行里,住宅,50,1,2,6,8,0,1,1,2,1,13,4,23.0084185,120.2292752
20180118,67000,67000340,力行里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,23.0084185,120.2292752
20180308,67000,67000340,力行里,住宅,50,0,6,5,11,0,0,0,0,0,0,0,23.0084185,120.2292752
20180326,67000,67000340,力行里,住宅,50,0,7,7,14,0,0,0,0,0,0,0,23.0084185,120.2292752
20180403,67000,67000340,力行里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,23.0084185,120.2292752
20180420,67000,67000340,力行里,住宅,50,0,3,7,10,0,0,0,0,0,0,0,23.0084185,120.2292752
20180425,67000,67000340,力行里,住宅,50,0,5,3,8,0,0,0,0,0,0,0,23.0084185,120.2292752
20180510,67000,67000340,力行里,住宅,50,0,5,8,13,0,0,0,0,0,0,0,23.0084185,120.2292752
20180517,67000,67000340,力行里,住宅,50,1,8,6,14,0,1,1,2,1,7,3,23.0084185,120.2292752
20180521,67000,67000340,力行里,住宅,50,0,2,8,10,0,0,0,0,0,0,0,23.0084185,120.2292752
20180525,67000,67000340,力行里,住宅,50,0,1,3,4,0,0,0,0,0,0,0,23.0084185,120.2292752
20180530,67000,67000340,力行里,住宅,50,1,4,4,8,0,1,1,2,1,13,4,23.0084185,120.2292752
20180606,67000,67000340,力行里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,23.0084185,120.2292752
20180614,67000,67000340,力行里,住宅,31,0,5,2,7,0,0,0,0,0,0,0,23.0084185,120.2292752
20180704,67000,67000340,力行里,住宅,50,2,5,22,27,1,3,4,8,2,15,5,23.0084185,120.2292752
20180712,67000,67000340,力行里,住宅,51,0,4,7,11,0,0,0,0,0,0,0,23.0084185,120.2292752
20180719,67000,67000340,力行里,住宅,50,2,4,5,9,1,1,2,4,1,22,6,23.0084185,120.2292752
20180808,67000,67000340,力行里,住宅,50,0,6,3,9,0,0,0,0,0,0,0,23.0084185,120.2292752
20180928,67000,67000340,力行里,住宅,50,1,3,4,7,0,1,1,2,1,14,4,23.0084185,120.2292752
20181015,67000,67000340,力行里,住宅,50,0,4,4,8,0,0,0,0,0,0,0,23.0084185,120.2292752
20181026,67000,67000340,力行里,住宅,50,1,5,2,7,1,0,1,2,1,14,4,23.0084185,120.2292752
20181109,67000,67000340,力行里,住宅,50,0,3,3,6,0,0,0,0,0,0,0,120.2292752,23.0084185
20181116,67000,67000340,力行里,住宅,50,0,9,5,14,0,0,0,0,0,0,0,120.2292752,23.0084185
20181129,67000,67000340,力行里,住宅,50,0,4,5,9,0,0,0,0,0,0,0,120.2292752,23.0084185
20181203,67000,67000340,力行里,住宅,75,0,5,5,10,0,0,0,0,0,0,0,120.2292752,23.0084185
20181212,67000,67000340,力行里,住宅,50,0,6,7,13,0,0,0,0,0,0,0,112.3936715,34.66780104
20180503,67000,67000010,三仙里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.3111166,23.3121679
20180801,67000,67000010,三仙里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.3121679,120.3111166
20180904,67000,67000010,三仙里,住宅,50,0,0,13,13,0,0,0,0,0,0,0,23.3121679,120.3111166
20181016,67000,67000010,三仙里,住宅,55,0,0,2,2,0,0,0,0,0,0,0,23.3121679,120.3111166
20180104,67000,67000310,三民里,住宅,50,1,4,28,32,0,1,1,2,1,3,2,23.0537318,120.2483881
20180221,67000,67000370,三民里,住宅,50,1,3,11,14,0,1,1,2,1,7,3,22.994872,120.2058311
20180226,67000,67000310,三民里,住宅,51,2,6,33,39,0,2,2,4,1,5,2,23.0537318,120.2483881
20180306,67000,67000370,三民里,住宅,50,0,7,8,15,0,0,0,0,0,0,0,22.994872,120.2058311
20180305,67000,67000310,三民里,住宅,50,2,3,16,19,0,2,2,4,1,11,4,23.0537318,120.2483881
20180313,67000,67000310,三民里,住宅,50,1,0,12,12,0,1,1,2,1,8,3,23.0537318,120.2483881
20180327,67000,67000370,三民里,住宅,50,1,14,6,20,1,0,1,2,1,5,2,22.994872,120.2058311
20180328,67000,67000310,三民里,住宅,50,0,0,13,13,0,0,0,0,0,0,0,23.0537318,120.2483881
20180417,67000,67000370,三民里,住宅,50,0,0,34,34,0,0,0,0,0,0,0,22.994872,120.2058311
20180420,67000,67000370,三民里,住宅,50,0,15,10,25,0,0,0,0,0,0,0,22.994872,120.2058311
20180418,67000,67000310,三民里,住宅,50,0,4,12,16,0,0,0,0,0,0,0,23.0537318,120.2483881
20180424,67000,67000310,三民里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,23.0537318,120.2483881
20180430,67000,67000310,三民里,住宅,75,0,0,12,12,0,0,0,0,0,0,0,120.2483881,23.0537318
20180511,67000,67000370,三民里,住宅,75,0,27,9,36,0,0,0,0,0,0,0,22.994872,120.2058311
20180515,67000,67000310,三民里,住宅,50,1,0,23,23,0,1,1,2,1,4,2,23.0537318,120.2483881
20180522,67000,67000310,三民里,住宅,76,3,0,47,47,0,3,3,4,1,6,3,23.0537318,120.2483881
20180529,67000,67000370,三民里,住宅,76,0,19,14,33,0,0,0,0,0,0,0,22.994872,120.2058311
20180529,67000,67000310,三民里,住宅,50,1,2,26,28,0,1,1,2,1,4,2,23.0537318,120.2483881
20180607,67000,67000370,三民里,住宅,50,1,4,16,20,0,1,1,2,1,5,2,22.994872,120.2058311
20180604,67000,67000310,三民里,住宅,50,2,0,7,7,0,2,2,4,1,29,7,23.0537318,120.2483881
20180613,67000,67000310,三民里,住宅,50,2,2,9,11,1,1,2,4,1,18,5,23.0537318,120.2483881
20180623,67000,67000370,三民里,住宅,50,2,13,25,38,0,4,4,8,2,11,4,22.994872,120.2058311
20180619,67000,67000310,三民里,住宅,30,0,4,26,30,0,0,0,0,0,0,0,23.0537318,120.2483881
20180702,67000,67000310,三民里,住宅,50,3,0,91,91,0,4,4,8,2,4,2,23.0537318,120.2483881
20180711,67000,67000310,三民里,住宅,50,2,2,33,35,0,2,2,4,1,6,3,23.0537318,120.2483881
20180720,67000,67000370,三民里,住宅,50,0,5,15,20,0,0,0,0,0,0,0,22.994872,120.2058311
20180718,67000,67000310,三民里,住宅,51,1,0,21,21,0,1,1,2,1,5,2,23.0537318,120.2483881
20180803,67000,67000310,三民里,住宅,50,1,0,29,29,0,1,1,2,1,3,2,23.0537318,120.2483881
20180810,67000,67000310,三民里,住宅,50,2,2,13,15,1,1,2,4,1,13,4,23.0537318,120.2483881
20180821,67000,67000370,三民里,住宅,50,3,15,19,34,2,5,7,14,3,21,6,22.994872,120.2058311
20180827,67000,67000370,三民里,住宅,50,1,26,11,37,0,2,2,4,1,5,2,22.994872,120.2058311
20180829,67000,67000310,三民里,住宅,22,0,0,10,10,0,0,0,0,0,0,0,23.0537318,120.2483881
20180904,67000,67000310,三民里,住宅,50,2,2,18,20,0,2,2,4,1,10,4,23.0537318,120.2483881
20180914,67000,67000310,三民里,住宅,50,1,0,11,11,0,1,1,2,1,9,3,23.0537318,120.2483881
20180920,67000,67000310,三民里,住宅,50,7,0,22,22,0,8,8,16,3,36,8,23.0537318,120.2483881
20181005,67000,67000370,三民里,住宅,50,1,2,2,4,0,1,1,2,1,25,6,22.994872,120.2058311
20181002,67000,67000310,三民里,住宅,51,2,0,16,16,0,2,2,4,1,13,4,23.0537318,120.2483881
20181003,67000,67000310,三民里,住宅,51,2,7,15,22,0,2,2,4,1,9,3,23.0537318,120.2483881
20181016,67000,67000310,三民里,住宅,50,1,2,16,18,0,1,1,2,1,6,3,23.0537318,120.2483881
20181026,67000,67000370,三民里,住宅,75,0,20,9,29,0,0,0,0,0,0,0,22.994872,120.2058311
20181026,67000,67000370,三民里,其他,50,0,0,1,1,0,0,0,0,0,0,0,22.994872,120.2058311
20181106,67000,67000310,三民里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.2483881,23.0537318
20181116,67000,67000370,三民里,住宅,50,0,8,12,20,0,0,0,0,0,0,0,120.2058311,22.994872
20181120,67000,67000310,三民里,住宅,50,1,0,17,17,0,3,3,6,2,18,5,120.2483881,23.0537318
20181128,67000,67000370,三民里,住宅,50,0,11,6,17,0,0,0,0,0,0,0,120.2058311,22.994872
20181129,67000,67000310,三民里,住宅,50,0,0,13,13,0,0,0,0,0,0,0,120.2483881,23.0537318
20181207,67000,67000310,三民里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,120.2483881,23.0537318
20181212,67000,67000310,三民里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.1086835,28.94017657
20181219,67000,67000370,三民里,住宅,50,0,11,9,20,0,0,0,0,0,0,0,120.2058311,22.994872
20181228,67000,67000310,三民里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,120.2483881,23.0537318
20180122,67000,67000020,三生里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.3218171,120.2680391
20180712,67000,67000020,三生里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,23.3218171,120.2680391
20180122,67000,67000270,三甲里,住宅,50,2,0,8,8,0,2,2,4,1,25,6,22.9326731,120.2368486
20180306,67000,67000270,三甲里,住宅,50,2,2,19,21,0,2,2,4,1,10,4,22.9326731,120.2368486
20180313,67000,67000270,三甲里,住宅,50,1,3,2,5,1,0,1,2,1,20,5,22.9326731,120.2368486
20180328,67000,67000270,三甲里,住宅,50,4,3,11,14,0,4,4,8,2,29,7,22.9326731,120.2368486
20180417,67000,67000270,三甲里,住宅,50,1,1,10,11,0,1,1,2,1,9,3,22.9326731,120.2368486
20180424,67000,67000270,三甲里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,22.9326731,120.2368486
20180502,67000,67000270,三甲里,住宅,50,1,1,6,7,0,1,1,2,1,14,4,120.2368486,22.9326731
20180509,67000,67000270,三甲里,住宅,50,0,0,19,19,0,0,0,0,0,0,0,22.9326731,120.2368486
20180515,67000,67000270,三甲里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,22.9326731,120.2368486
20180515,67000,67000270,三甲里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,22.9326731,120.2368486
20180530,67000,67000270,三甲里,住宅,50,4,2,19,21,0,4,4,8,2,19,5,22.9326731,120.2368486
20180604,67000,67000270,三甲里,住宅,50,1,3,8,11,1,0,1,2,1,9,3,22.9326731,120.2368486
20180613,67000,67000270,三甲里,住宅,50,0,0,16,16,0,0,0,0,0,0,0,22.9326731,120.2368486
20180706,67000,67000270,三甲里,住宅,50,6,1,24,25,0,7,7,14,3,28,7,22.9326731,120.2368486
20180712,67000,67000270,三甲里,住宅,50,4,2,19,21,0,4,4,8,2,19,5,22.9326731,120.2368486
20180730,67000,67000270,三甲里,住宅,50,2,0,11,11,0,2,2,4,1,18,5,22.9326731,120.2368486
20180814,67000,67000270,三甲里,住宅,50,2,3,15,18,0,3,3,6,2,17,5,22.9326731,120.2368486
20180906,67000,67000270,三甲里,住宅,75,3,0,12,12,0,3,3,4,1,25,6,22.9326731,120.2368486
20180914,67000,67000270,三甲里,住宅,75,3,0,21,21,0,3,3,4,1,14,4,22.9326731,120.2368486
20181024,67000,67000270,三甲里,住宅,50,2,1,8,9,1,1,2,4,1,22,6,22.9326731,120.2368486
20181114,67000,67000270,三甲里,住宅,53,1,2,5,7,1,0,1,2,1,14,4,120.2368486,22.9326731
20180316,67000,67000170,三光里,住宅,50,1,2,14,16,0,2,2,4,1,13,4,23.2332276,120.1098472
20181002,67000,67000170,三光里,住宅,50,0,0,0,0,0,0,0,0,0,0,0,23.2332276,120.1098472
20180103,67000,67000370,三合里,住宅,50,0,8,9,17,0,0,0,0,0,0,0,22.9999315,120.1960915
20180105,67000,67000370,三合里,住宅,50,0,0,15,15,0,0,0,0,0,0,0,22.9999315,120.1960915
20180104,67000,67000310,三合里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,23.010739,120.2390123
20180118,67000,67000310,三合里,住宅,50,0,6,12,18,0,0,0,0,0,0,0,23.010739,120.2390123
20180201,67000,67000310,三合里,住宅,50,0,5,19,24,0,0,0,0,0,0,0,23.010739,120.2390123
20180212,67000,67000370,三合里,住宅,50,1,4,11,15,1,0,1,2,1,7,3,22.9999315,120.1960915
20180222,67000,67000310,三合里,住宅,51,1,11,7,18,0,1,1,2,1,6,3,23.010739,120.2390123
20180302,67000,67000310,三合里,住宅,75,0,3,17,20,0,0,0,0,0,0,0,23.010739,120.2390123
20180309,67000,67000370,三合里,住宅,50,0,3,13,16,0,0,0,0,0,0,0,22.9999315,120.1960915
20180313,67000,67000370,三合里,住宅,50,0,3,11,14,0,0,0,0,0,0,0,22.9999315,120.1960915
20180329,67000,67000310,三合里,住宅,50,0,1,13,14,0,0,0,0,0,0,0,23.010739,120.2390123
20180403,67000,67000370,三合里,住宅,75,1,23,17,40,0,1,1,1,1,3,2,22.9999315,120.1960915
20180419,67000,67000310,三合里,住宅,50,0,1,11,12,0,0,0,0,0,0,0,23.010739,120.2390123
20180424,67000,67000370,三合里,住宅,53,1,13,11,24,0,1,1,2,1,4,2,22.9999315,120.1960915
20180426,67000,67000310,三合里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,23.010739,120.2390123
20180501,67000,67000370,三合里,住宅,75,1,31,16,47,1,0,1,1,1,2,1,120.1960915,22.9999315
20180510,67000,67000370,三合里,住宅,50,0,25,14,39,0,0,0,0,0,0,0,22.9999315,120.1960915
