日期,縣市別代碼,行政區域代碼,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,緯度,經度
20180123,67000,67000370,小西里,住宅,50,0,4,0,4,0,0,0,0,0,0,0,22.9883267,120.1986166
20180126,67000,67000370,小西里,住宅,50,0,5,19,24,0,0,0,0,0,0,0,22.9883267,120.1986166
20180309,67000,67000370,小西里,住宅,50,0,6,12,18,0,0,0,0,0,0,0,22.9883267,120.1986166
20180315,67000,67000370,小西里,住宅,51,0,5,10,15,0,0,0,0,0,0,0,22.9883267,120.1986166
20180403,67000,67000370,小西里,住宅,75,1,11,25,36,0,1,1,1,1,3,2,22.9883267,120.1986166
20180416,67000,67000370,小西里,住宅,50,0,14,14,28,0,0,0,0,0,0,0,22.9883267,120.1986166
20180424,67000,67000370,小西里,住宅,50,0,2,14,16,0,0,0,0,0,0,0,22.9883267,120.1986166
20180502,67000,67000370,小西里,住宅,50,0,3,7,10,0,0,0,0,0,0,0,120.1986166,22.9883267
20180509,67000,67000370,小西里,住宅,51,0,10,18,28,0,0,0,0,0,0,0,22.9883267,120.1986166
20180523,67000,67000370,小西里,其他,50,0,6,1,7,0,0,0,0,0,0,0,22.9883267,120.1986166
20180601,67000,67000370,小西里,住宅,50,1,12,10,22,0,1,1,2,1,5,2,22.9883267,120.1986166
20180713,67000,67000370,小西里,住宅,50,0,10,31,41,0,0,0,0,0,0,0,22.9883267,120.1986166
20180816,67000,67000370,小西里,住宅,50,0,8,17,25,0,0,0,0,0,0,0,22.9883267,120.1986166
20180922,67000,67000370,小西里,住宅,58,0,16,14,30,0,0,0,0,0,0,0,22.9883267,120.1986166
20181025,67000,67000370,小西里,住宅,50,0,7,4,11,0,0,0,0,0,0,0,22.9883267,120.1986166
20181030,67000,67000370,小西里,住宅,75,1,13,8,21,0,1,1,1,1,5,2,120.1986166,22.9883267
20181108,67000,67000370,小西里,住宅,50,1,9,14,23,0,1,1,2,1,4,2,120.1986166,22.9883267
20181112,67000,67000370,小西里,住宅,50,0,4,9,13,0,0,0,0,0,0,0,120.1986166,22.9883267
20181207,67000,67000370,小西里,住宅,50,1,13,3,16,0,1,1,2,1,6,3,120.1986166,22.9883267
20181220,67000,67000370,小西里,住宅,50,1,4,11,15,0,1,1,2,1,7,3,120.1986166,22.9883267
20180105,67000,67000320,小東里,住宅,50,1,20,6,26,0,1,1,2,1,4,2,22.9970514,120.227472
20180122,67000,67000320,小東里,住宅,50,0,5,11,16,0,0,0,0,0,0,0,22.9970514,120.227472
20180214,67000,67000320,小東里,住宅,82,0,8,12,20,0,0,0,0,0,0,0,22.9970514,120.227472
20180306,67000,67000320,小東里,住宅,50,0,4,21,25,0,0,0,0,0,0,0,22.9970514,120.227472
20180314,67000,67000320,小東里,住宅,75,0,3,10,13,0,0,0,0,0,0,0,22.9970514,120.227472
20180327,67000,67000320,小東里,住宅,51,0,6,26,32,0,0,0,0,0,0,0,22.9970514,120.227472
20180430,67000,67000320,小東里,住宅,50,0,4,1,5,0,0,0,0,0,0,0,120.227472,22.9970514
20180502,67000,67000320,小東里,地區,75,0,8,17,25,0,0,0,0,0,0,0,120.227472,22.9970514
20180509,67000,67000320,小東里,住宅,51,0,0,14,14,0,0,0,0,0,0,0,22.9970514,120.227472
20180529,67000,67000320,小東里,住宅,51,1,3,6,9,0,1,1,2,1,11,4,22.9970514,120.227472
20180615,67000,67000320,小東里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,22.9970514,120.227472
20180704,67000,67000320,小東里,住宅,53,2,4,13,17,1,1,2,4,1,12,4,22.9970514,120.227472
20180711,67000,67000320,小東里,住宅,75,2,2,15,17,0,2,2,3,1,12,4,22.9970514,120.227472
20180830,67000,67000320,小東里,住宅,30,1,10,10,20,1,0,1,3,1,5,2,22.9970514,120.227472
20180908,67000,67000320,小東里,住宅,54,1,4,28,32,1,0,1,2,1,3,2,22.9970514,120.227472
20180918,67000,67000320,小東里,住宅,50,5,0,10,10,0,5,5,10,3,50,9,22.9970514,120.227472
20180926,67000,67000320,小東里,住宅,50,0,1,5,6,0,0,0,0,0,0,0,22.9970514,120.227472
20180927,67000,67000320,小東里,住宅,53,1,15,10,25,1,0,1,2,1,4,2,22.9970514,120.227472
20181002,67000,67000320,小東里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,22.9970514,120.227472
20181112,67000,67000320,小東里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.227472,22.9970514
20181203,67000,67000320,小東里,住宅,50,1,7,10,17,1,0,1,2,1,6,3,120.227472,22.9970514
20181224,67000,67000320,小東里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.227472,22.9970514
20180802,67000,67000070,小埤里,住宅,58,1,10,9,19,0,1,1,2,1,5,2,23.187256,120.232521
20181113,67000,67000070,小埤里,住宅,53,3,0,11,11,0,3,3,6,2,27,6,120.232521,23.187256
20180803,67000,67000250,小崙里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,23.0517371,120.4991209
20181011,67000,67000250,小崙里,住宅,70,2,0,59,59,0,3,3,4,1,5,2,23.0517371,120.4991209
20181113,67000,67000250,小崙里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.4991209,23.0517371
20180105,67000,67000340,小康里,住宅,50,1,0,21,21,0,1,1,2,1,5,2,23.0152758,120.2173733
20180115,67000,67000340,小康里,住宅,50,0,4,6,10,0,0,0,0,0,0,0,23.0152758,120.2173733
20180305,67000,67000340,小康里,住宅,50,0,8,6,14,0,0,0,0,0,0,0,23.0152758,120.2173733
20180308,67000,67000340,小康里,住宅,50,0,2,10,12,0,0,0,0,0,0,0,23.0152758,120.2173733
20180328,67000,67000340,小康里,住宅,75,1,16,16,32,1,0,1,1,1,3,2,23.0152758,120.2173733
20180423,67000,67000340,小康里,住宅,50,0,3,8,11,0,0,0,0,0,0,0,23.0152758,120.2173733
20180427,67000,67000340,小康里,其他,50,0,2,2,4,0,0,0,0,0,0,0,23.0152758,120.2173733
20180517,67000,67000340,小康里,住宅,50,0,12,8,20,0,0,0,0,0,0,0,23.0152758,120.2173733
20180521,67000,67000340,小康里,住宅,50,0,2,3,5,0,0,0,0,0,0,0,23.0152758,120.2173733
20180529,67000,67000340,小康里,住宅,50,0,7,17,24,0,0,0,0,0,0,0,23.0152758,120.2173733
20180622,67000,67000340,小康里,住宅,50,4,8,30,38,0,6,6,12,3,16,5,23.0152758,120.2173733
20180817,67000,67000340,小康里,住宅,75,1,4,21,25,0,1,1,1,1,4,2,23.0152758,120.2173733
20180907,67000,67000340,小康里,住宅,75,0,5,7,12,0,0,0,0,0,0,0,23.0152758,120.2173733
20180927,67000,67000340,小康里,住宅,50,0,8,7,15,0,0,0,0,0,0,0,23.0152758,120.2173733
20181001,67000,67000340,小康里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,23.0152758,120.2173733
20181022,67000,67000340,小康里,住宅,75,2,4,23,27,0,2,2,3,1,7,3,23.0152758,120.2173733
20181113,67000,67000340,小康里,住宅,75,1,2,13,15,0,1,1,1,1,7,3,120.2173733,23.0152758
20181205,67000,67000340,小康里,住宅,75,0,3,13,16,0,0,0,0,0,0,0,120.2173733,23.0152758
20181219,67000,67000340,小康里,住宅,50,1,2,15,17,0,1,1,2,1,6,3,120.2173733,23.0152758
20180123,67000,67000190,小新里,住宅,80,1,1,24,25,0,2,2,3,1,8,3,23.1229464,120.3147208
20180605,67000,67000190,小新里,住宅,52,0,1,12,13,0,0,0,0,0,0,0,23.1229464,120.3147208
20180610,67000,67000190,小新里,住宅,63,0,0,2,2,0,0,0,0,0,0,0,23.1229464,120.3147208
20180610,67000,67000190,小新里,住宅,64,0,0,1,1,0,0,0,0,0,0,0,23.1229464,120.3147208
20180710,67000,67000190,小新里,住宅,60,0,0,21,21,0,0,0,0,0,0,0,23.1229464,120.3147208
20180808,67000,67000190,小新里,住宅,64,1,0,18,18,0,1,1,2,1,6,3,23.1229464,120.3147208
20180928,67000,67000190,小新里,住宅,50,2,0,11,11,0,2,2,4,1,18,5,23.1229464,120.3147208
20181002,67000,67000190,小新里,住宅,67,0,0,2,2,0,0,0,0,0,0,0,23.1229464,120.3147208
20181216,67000,67000190,小新里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.3147208,23.1229464
20181224,67000,67000190,小新里,住宅,50,0,0,0,0,0,0,0,0,0,0,0,120.3147208,23.1229464
20180117,67000,67000220,山上里,住宅,90,2,0,8,8,0,4,4,4,1,50,9,23.101435,120.3594043
20180418,67000,67000220,山上里,住宅,51,0,0,1,1,0,0,0,0,0,0,0,23.101435,120.3594043
20180704,67000,67000220,山上里,住宅,51,0,0,5,5,0,0,0,0,0,0,0,23.101435,120.3594043
20180731,67000,67000220,山上里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.101435,120.3594043
20180815,67000,67000220,山上里,住宅,51,0,0,7,7,0,0,0,0,0,0,0,23.101435,120.3594043
20180925,67000,67000220,山上里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,23.101435,120.3594043
20181119,67000,67000220,山上里,住宅,56,0,0,2,2,0,0,0,0,0,0,0,120.3594043,23.101435
20180221,67000,67000290,山西里,學校,1,0,0,1,1,0,0,0,0,0,0,0,22.9671673,120.3219289
20180221,67000,67000290,山西里,學校,1,0,0,0,0,0,0,0,0,0,0,0,22.9671673,120.3219289
20180222,67000,67000290,山西里,住宅,50,0,0,34,34,0,0,0,0,0,0,0,22.9671673,120.3219289
20180718,67000,67000290,山西里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,22.9671673,120.3219289
20180801,67000,67000290,山西里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,22.9671673,120.3219289
20180831,67000,67000290,山西里,學校,50,0,0,2,2,0,0,0,0,0,0,0,22.9671673,120.3219289
20180917,67000,67000290,山西里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,22.9671673,120.3219289
20180926,67000,67000180,山腳里,地區,50,0,0,3,3,0,0,0,0,0,0,0,23.0087025,120.3349024
20180115,67000,67000260,中正里,地區,50,0,0,9,9,0,0,0,0,0,0,0,23.0679769,120.409835
20180213,67000,67000370,中正里,住宅,50,0,7,5,12,0,0,0,0,0,0,0,22.993999,120.1971737
20180223,67000,67000370,中正里,住宅,51,0,36,30,66,0,0,0,0,0,0,0,22.993999,120.1971737
20180307,67000,67000370,中正里,住宅,50,0,6,2,8,0,0,0,0,0,0,0,22.993999,120.1971737
20180323,67000,67000370,中正里,住宅,236,2,51,44,95,1,1,2,1,1,2,1,22.993999,120.1971737
20180329,67000,67000370,中正里,住宅,50,0,5,9,14,0,0,0,0,0,0,0,22.993999,120.1971737
20180418,67000,67000370,中正里,住宅,50,0,10,6,16,0,0,0,0,0,0,0,22.993999,120.1971737
20180419,67000,67000260,中正里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,23.0679769,120.409835
20180423,67000,67000370,中正里,住宅,50,0,12,2,14,0,0,0,0,0,0,0,22.993999,120.1971737
20180503,67000,67000370,中正里,住宅,50,0,9,7,16,0,0,0,0,0,0,0,120.1971737,22.993999
20180525,67000,67000370,中正里,住宅,52,1,3,8,11,0,1,1,2,1,9,3,22.993999,120.1971737
20180522,67000,67000230,中正里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,23.1448237,120.464566
20180530,67000,67000370,中正里,住宅,75,1,13,12,25,1,0,1,1,1,4,2,22.993999,120.1971737
20180611,67000,67000370,中正里,住宅,50,0,9,22,31,0,0,0,0,0,0,0,22.993999,120.1971737
20180613,67000,67000260,中正里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.0679769,120.409835
20180620,67000,67000370,中正里,住宅,75,4,19,42,61,2,3,5,7,2,8,3,22.993999,120.1971737
20180706,67000,67000370,中正里,住宅,75,1,8,24,32,0,2,2,3,1,6,3,22.993999,120.1971737
20180711,67000,67000370,中正里,住宅,75,2,13,14,27,0,2,2,3,1,7,3,22.993999,120.1971737
20180730,67000,67000370,中正里,住宅,75,1,13,25,38,0,3,3,4,1,8,3,22.993999,120.1971737
20180730,67000,67000260,中正里,地區,50,0,0,3,3,0,0,0,0,0,0,0,23.0679769,120.409835
20180815,67000,67000370,中正里,住宅,50,0,3,20,23,0,0,0,0,0,0,0,22.993999,120.1971737
20180813,67000,67000260,中正里,地區,50,1,0,15,15,0,1,1,2,1,7,3,23.0679769,120.409835
20180820,67000,67000370,中正里,住宅,50,2,3,14,17,0,2,2,4,1,12,4,22.993999,120.1971737
20180903,67000,67000370,中正里,住宅,51,0,5,11,16,0,0,0,0,0,0,0,22.993999,120.1971737
20180920,67000,67000370,中正里,住宅,53,0,4,5,9,0,0,0,0,0,0,0,22.993999,120.1971737
20181003,67000,67000370,中正里,住宅,50,2,2,12,14,0,2,2,4,1,14,4,22.993999,120.1971737
20181115,67000,67000370,中正里,住宅,50,0,11,8,19,0,0,0,0,0,0,0,120.1971737,22.993999
20181119,67000,67000370,中正里,住宅,50,0,2,2,4,0,0,0,0,0,0,0,120.1971737,22.993999
20181122,67000,67000370,中正里,住宅,50,0,20,15,35,0,0,0,0,0,0,0,120.1971737,22.993999
20181122,67000,67000370,中正里,其他,50,0,15,10,25,0,0,0,0,0,0,0,120.1971737,22.993999
20181203,67000,67000370,中正里,住宅,50,0,3,10,13,0,0,0,0,0,0,0,120.1971737,22.993999
20181213,67000,67000370,中正里,住宅,54,0,4,13,17,0,0,0,0,0,0,0,114.1528,22.29075758
20181227,67000,67000370,中正里,住宅,50,1,7,9,16,0,1,1,2,1,6,3,120.1971737,22.993999
20180514,67000,67000070,中民里,住宅,52,1,0,5,5,0,1,1,2,1,20,5,23.1486377,120.2310784
20181011,67000,67000070,中民里,住宅,60,3,0,18,18,0,4,4,7,2,22,6,23.1486377,120.2310784
20181212,67000,67000070,中民里,住宅,52,0,0,1,1,0,0,0,0,0,0,0,121.1477226,30.80669587
20180119,67000,67000270,中生里,住宅,50,1,0,14,14,0,1,1,2,1,7,3,22.9099912,120.2426185
20180126,67000,67000270,中生里,住宅,50,2,0,10,10,0,2,2,4,1,20,5,22.9099912,120.2426185
20180309,67000,67000270,中生里,住宅,50,0,4,34,38,0,0,0,0,0,0,0,22.9099912,120.2426185
20180330,67000,67000270,中生里,住宅,50,2,1,6,7,0,2,2,4,1,29,7,22.9099912,120.2426185
20180420,67000,67000270,中生里,住宅,50,2,0,10,10,0,2,2,4,1,20,5,22.9099912,120.2426185
20180427,67000,67000270,中生里,住宅,50,1,2,5,7,0,2,2,4,1,29,7,22.9099912,120.2426185
20180504,67000,67000270,中生里,住宅,50,2,2,9,11,0,2,2,4,1,18,5,120.2426185,22.9099912
20180518,67000,67000270,中生里,住宅,50,1,0,7,7,0,1,1,2,1,14,4,22.9099912,120.2426185
20180525,67000,67000270,中生里,住宅,50,2,0,9,9,0,2,2,4,1,22,6,22.9099912,120.2426185
20180601,67000,67000270,中生里,住宅,50,3,2,6,8,0,3,3,6,2,38,8,22.9099912,120.2426185
20180608,67000,67000270,中生里,住宅,50,1,2,8,10,0,1,1,2,1,10,4,22.9099912,120.2426185
20180615,67000,67000270,中生里,住宅,50,2,0,41,41,0,2,2,4,1,5,2,22.9099912,120.2426185
20180831,67000,67000270,中生里,住宅,75,12,0,47,47,0,19,19,25,4,40,8,22.9099912,120.2426185
20180905,67000,67000270,中生里,住宅,50,3,1,17,18,1,2,3,6,2,17,5,22.9099912,120.2426185
20180910,67000,67000270,中生里,住宅,50,5,6,25,31,0,7,7,14,3,23,6,22.9099912,120.2426185
20180917,67000,67000270,中生里,住宅,50,4,3,28,31,0,7,7,14,3,23,6,22.9099912,120.2426185
20181002,67000,67000270,中生里,住宅,50,2,0,8,8,0,2,2,4,1,25,6,22.9099912,120.2426185
20181008,67000,67000270,中生里,住宅,50,2,1,13,14,1,1,2,4,1,14,4,22.9099912,120.2426185
20181015,67000,67000270,中生里,住宅,50,2,4,5,9,2,0,2,4,1,22,6,22.9099912,120.2426185
20181022,67000,67000270,中生里,住宅,50,1,0,5,5,0,1,1,2,1,20,5,22.9099912,120.2426185
20181029,67000,67000270,中生里,住宅,50,1,0,4,4,0,1,1,2,1,25,6,120.2426185,22.9099912
20181105,67000,67000270,中生里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.2426185,22.9099912
20181129,67000,67000270,中生里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,120.2426185,22.9099912
20180122,67000,67000320,中西里,住宅,50,1,6,5,11,0,1,1,2,1,9,3,22.9905086,120.2202587
20180226,67000,67000320,中西里,住宅,50,0,3,4,7,0,0,0,0,0,0,0,22.9905086,120.2202587
20180312,67000,67000320,中西里,住宅,50,0,2,21,23,0,0,0,0,0,0,0,22.9905086,120.2202587
20180403,67000,67000320,中西里,住宅,50,0,4,7,11,0,0,0,0,0,0,0,22.9905086,120.2202587
20180514,67000,67000320,中西里,住宅,52,2,6,18,24,0,2,2,4,1,8,3,22.9905086,120.2202587
20180620,67000,67000320,中西里,住宅,75,1,4,20,24,0,1,1,1,1,4,2,22.9905086,120.2202587
20180714,67000,67000320,中西里,住宅,50,2,2,23,25,1,1,2,4,1,8,3,22.9905086,120.2202587
20180719,67000,67000320,中西里,住宅,50,1,12,8,20,0,2,2,4,1,10,4,22.9905086,120.2202587
20180810,67000,67000320,中西里,住宅,50,0,4,6,10,0,0,0,0,0,0,0,22.9905086,120.2202587
20181005,67000,67000320,中西里,住宅,50,2,1,8,9,0,2,2,4,1,22,6,22.9905086,120.2202587
20181017,67000,67000320,中西里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,22.9905086,120.2202587
20181031,67000,67000320,中西里,住宅,52,1,10,1,11,1,0,1,2,1,9,3,120.2202587,22.9905086
20181116,67000,67000320,中西里,住宅,50,2,4,15,19,0,2,2,4,1,11,4,120.2202587,22.9905086
20181129,67000,67000320,中西里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.2202587,22.9905086
20181212,67000,67000320,中西里,住宅,50,1,1,6,7,0,1,1,2,1,14,4,114.1487889,22.28544483
20180221,67000,67000250,中坑里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,23.0540775,120.4501653
20180912,67000,67000300,中坑里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,22.9522795,120.3608455
20181022,67000,67000250,中坑里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,23.0540775,120.4501653
20181211,67000,67000250,中坑里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,114.5135812,27.95992046
20180125,67000,67000210,中沙里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,23.072953,120.2079953
20180214,67000,67000210,中沙里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,23.072953,120.2079953
20180711,67000,67000210,中沙里,住宅,54,0,0,10,10,0,0,0,0,0,0,0,23.072953,120.2079953
20180805,67000,67000210,中沙里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.072953,120.2079953
20180925,67000,67000210,中沙里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,23.072953,120.2079953
20180223,67000,67000090,中社里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,23.2385397,120.3262535
20180418,67000,67000090,中社里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.2385397,120.3262535
20180606,67000,67000090,中社里,地區,50,0,0,2,2,0,0,0,0,0,0,0,23.2385397,120.3262535
20180814,67000,67000090,中社里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.2385397,120.3262535
20180830,67000,67000090,中社里,住宅,52,1,0,10,10,0,1,1,2,1,10,4,23.2385397,120.3262535
20181001,67000,67000090,中社里,地區,51,0,0,9,9,0,0,0,0,0,0,0,23.2385397,120.3262535
20180119,67000,67000270,中洲里,住宅,50,2,0,11,11,0,2,2,4,1,18,5,22.9063718,120.2599266
20180126,67000,67000270,中洲里,住宅,50,3,0,10,10,0,3,3,6,2,30,7,22.9063718,120.2599266
20180302,67000,67000270,中洲里,住宅,50,6,4,13,17,0,7,7,14,3,41,9,22.9063718,120.2599266
20180309,67000,67000270,中洲里,住宅,50,2,1,25,26,0,6,6,12,3,23,6,22.9063718,120.2599266
20180316,67000,67000270,中洲里,住宅,50,0,0,24,24,0,0,0,0,0,0,0,22.9063718,120.2599266
20180330,67000,67000270,中洲里,住宅,50,3,0,17,17,0,6,6,12,3,35,8,22.9063718,120.2599266
20180420,67000,67000270,中洲里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,22.9063718,120.2599266
20180423,67000,67000270,中洲里,住宅,50,0,0,0,0,0,0,0,0,0,0,0,22.9063718,120.2599266
20180427,67000,67000270,中洲里,住宅,50,1,0,3,3,0,1,1,2,1,33,8,22.9063718,120.2599266
20180525,67000,67000270,中洲里,住宅,50,1,2,9,11,0,1,1,2,1,9,3,22.9063718,120.2599266
20180601,67000,67000270,中洲里,住宅,50,3,0,13,13,0,5,5,10,3,38,8,22.9063718,120.2599266
20180611,67000,67000270,中洲里,住宅,50,1,1,19,20,0,1,1,2,1,5,2,22.9063718,120.2599266
20180622,67000,67000270,中洲里,住宅,50,3,0,23,23,0,6,6,12,3,26,6,22.9063718,120.2599266
20180720,67000,67000270,中洲里,住宅,75,11,2,42,44,0,18,18,24,4,41,9,22.9063718,120.2599266
20180831,67000,67000270,中洲里,住宅,75,14,3,80,83,1,25,26,35,5,31,7,22.9063718,120.2599266
20180905,67000,67000270,中洲里,住宅,50,5,0,33,33,0,7,7,14,3,21,6,22.9063718,120.2599266
20180910,67000,67000270,中洲里,住宅,50,1,4,12,16,0,1,1,2,1,6,3,22.9063718,120.2599266
20180917,67000,67000270,中洲里,住宅,50,2,1,36,37,0,3,3,6,2,8,3,22.9063718,120.2599266
20180925,67000,67000270,中洲里,住宅,50,2,0,34,34,0,4,4,8,2,12,4,22.9063718,120.2599266
20181008,67000,67000270,中洲里,住宅,50,1,0,7,7,0,1,1,2,1,14,4,22.9063718,120.2599266
20181015,67000,67000270,中洲里,住宅,50,0,2,7,9,0,0,0,0,0,0,0,22.9063718,120.2599266
20181022,67000,67000270,中洲里,住宅,50,2,1,12,13,0,2,2,4,1,15,5,22.9063718,120.2599266
20181029,67000,67000270,中洲里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.2599266,22.9063718
20181105,67000,67000270,中洲里,住宅,50,0,2,5,7,0,0,0,0,0,0,0,120.2599266,22.9063718
20181116,67000,67000270,中洲里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.2599266,22.9063718
20181129,67000,67000270,中洲里,住宅,50,1,0,8,8,0,1,1,2,1,13,4,120.2599266,22.9063718
20181206,67000,67000270,中洲里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2599266,22.9063718
20181220,67000,67000130,中洲里,住宅,51,0,0,8,8,0,0,0,0,0,0,0,120.1502699,23.2462108
20181231,67000,67000270,中洲里,其他,50,0,0,0,0,0,0,0,0,0,0,0,120.2599266,22.9063718
20180214,67000,67000040,中埕里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.2709169,120.3190457
20180309,67000,67000040,中埕里,住宅,50,0,0,16,16,0,0,0,0,0,0,0,23.2709169,120.3190457
20180525,67000,67000040,中埕里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,23.2709169,120.3190457
20180802,67000,67000040,中埕里,住宅,50,1,0,12,12,0,2,2,4,1,17,5,23.2709169,120.3190457
20180201,67000,67000310,中華里,住宅,50,0,1,3,4,0,0,0,0,0,0,0,23.0001126,120.2379557
20180306,67000,67000310,中華里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,23.0001126,120.2379557
20180308,67000,67000310,中華里,住宅,57,2,5,25,30,0,2,2,4,1,7,3,23.0001126,120.2379557
20180330,67000,67000310,中華里,住宅,50,0,5,11,16,0,0,0,0,0,0,0,23.0001126,120.2379557
20180426,67000,67000310,中華里,住宅,50,0,8,3,11,0,0,0,0,0,0,0,23.0001126,120.2379557
20180504,67000,67000310,中華里,住宅,50,1,6,2,8,0,1,1,2,1,13,4,120.2379557,23.0001126
20180510,67000,67000310,中華里,住宅,50,0,2,2,4,0,0,0,0,0,0,0,23.0001126,120.2379557
20180531,67000,67000310,中華里,住宅,50,0,3,3,6,0,0,0,0,0,0,0,23.0001126,120.2379557
20180607,67000,67000310,中華里,住宅,50,0,2,8,10,0,0,0,0,0,0,0,23.0001126,120.2379557
20180614,67000,67000310,中華里,住宅,50,1,1,5,6,0,1,1,2,1,17,5,23.0001126,120.2379557
20180615,67000,67000310,中華里,住宅,50,0,3,9,12,0,0,0,0,0,0,0,23.0001126,120.2379557
20180622,67000,67000310,中華里,住宅,50,3,9,3,12,3,0,3,6,2,25,6,23.0001126,120.2379557
20180716,67000,67000310,中華里,住宅,50,0,5,1,6,0,0,0,0,0,0,0,23.0001126,120.2379557
20180720,67000,67000310,中華里,住宅,50,1,0,9,9,0,1,1,2,1,11,4,23.0001126,120.2379557
20180816,67000,67000310,中華里,住宅,50,1,3,3,6,0,1,1,2,1,17,5,23.0001126,120.2379557
20180830,67000,67000310,中華里,住宅,50,1,0,11,11,0,1,1,2,1,9,3,23.0001126,120.2379557
20180906,67000,67000310,中華里,住宅,50,1,0,15,15,0,1,1,2,1,7,3,23.0001126,120.2379557
20180920,67000,67000310,中華里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.0001126,120.2379557
20180927,67000,67000310,中華里,住宅,50,1,7,9,16,1,0,1,2,1,6,3,23.0001126,120.2379557
20181025,67000,67000310,中華里,住宅,50,0,1,4,5,0,0,0,0,0,0,0,23.0003039,120.2375698
20181108,67000,67000310,中華里,住宅,50,1,5,0,5,1,0,1,2,1,20,5,120.2375698,23.0003039
20181122,67000,67000310,中華里,住宅,50,0,4,4,8,0,0,0,0,0,0,0,120.2375698,23.0003039
20181206,67000,67000310,中華里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,120.2375698,23.0003039
20181220,67000,67000310,中華里,住宅,75,0,4,4,8,0,0,0,0,0,0,0,120.2375698,23.0003039
20180222,67000,67000020,中境里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.3222701,120.2635322
20181023,67000,67000020,中境里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,23.3222701,120.2635322
20180904,67000,67000210,中榮里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,23.0951527,120.2433809
20180820,67000,67000150,中寮里,住宅,53,0,0,17,17,0,0,0,0,0,0,0,23.1567918,120.1156226
20180118,67000,67000340,中樓里,住宅,50,0,4,10,14,0,0,0,0,0,0,0,23.0034966,120.2159306
20180202,67000,67000340,中樓里,住宅,50,1,7,9,16,0,1,1,2,1,6,3,23.0034966,120.2159306
20180313,67000,67000340,中樓里,住宅,50,1,1,7,8,0,1,1,2,1,13,4,23.0034966,120.2159306
20180322,67000,67000340,中樓里,住宅,50,1,5,9,14,0,2,2,4,1,14,4,23.0034966,120.2159306
20180420,67000,67000340,中樓里,住宅,50,0,1,10,11,0,0,0,0,0,0,0,23.0034966,120.2159306
20180423,67000,67000340,中樓里,住宅,50,1,0,5,5,0,1,1,2,1,20,5,23.0034966,120.2159306
20180517,67000,67000340,中樓里,住宅,50,2,2,10,12,1,1,2,4,1,17,5,23.0034966,120.2159306
20180529,67000,67000340,中樓里,住宅,50,0,7,2,9,0,0,0,0,0,0,0,23.0034966,120.2159306
20180607,67000,67000340,中樓里,住宅,75,0,3,11,14,0,0,0,0,0,0,0,23.0034966,120.2159306
20180706,67000,67000340,中樓里,住宅,50,4,2,14,16,1,4,5,10,3,31,7,23.0034966,120.2159306
20180712,67000,67000340,中樓里,住宅,51,1,4,15,19,0,1,1,2,1,5,2,23.0034966,120.2159306
