日期,縣市別代碼,行政區域代碼,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
20220110,67000,67000350,塩田里,住宅,80,0,0,14,14,0,0,0,0,0,0,0,120.1531568,23.028049
20221103,67000,67000070,晋江里,住宅,63,1,0,16,16,0,3,3,5,2,19,5,120.2534363,23.18083
20220906,67000,67000070,晋江里,住宅,60,2,0,7,7,0,2,2,3,1,29,7,120.2534363,23.18083
20220401,67000,67000070,塩行里,住宅,51,2,6,9,15,0,2,2,4,1,13,4,120.2534363,23.18083
20221222,67000,67000310,塩行里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.2426185,23.0388385
20221124,67000,67000310,塩行里,住宅,80,2,0,4,4,0,2,2,3,1,50,9,120.2426185,23.0388385
20221110,67000,67000310,塩行里,住宅,80,0,0,12,12,0,0,0,0,0,0,0,120.2426185,23.0388385
20221102,67000,67000310,塩行里,住宅,80,0,0,9,9,0,0,0,0,0,0,0,120.2426185,23.0388385
20221031,67000,67000310,塩行里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.2426185,23.0388385
20221017,67000,67000310,塩行里,住宅,80,0,0,9,9,0,0,0,0,0,0,0,120.2426185,23.0388385
20220926,67000,67000310,塩行里,住宅,80,0,0,4,4,0,0,0,0,0,0,0,120.2426185,23.0388385
20220919,67000,67000310,塩行里,住宅,80,1,0,16,16,0,1,1,1,1,6,3,120.2426185,23.0388385
20220822,67000,67000310,塩行里,住宅,80,0,0,6,6,0,0,0,0,0,0,0,120.2426185,23.0388385
20220815,67000,67000310,塩行里,住宅,80,0,0,22,22,0,0,0,0,0,0,0,120.2426185,23.0388385
20220616,67000,67000310,塩行里,住宅,120,3,2,6,8,1,2,3,3,1,38,8,120.2426185,23.0388385
20220509,67000,67000310,塩行里,住宅,80,0,0,3,3,0,0,0,0,0,0,0,120.2426185,23.0388385
20220426,67000,67000310,塩行里,住宅,80,0,3,7,10,0,0,0,0,0,0,0,120.2426185,23.0388385
20220418,67000,67000310,塩行里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.2426185,23.0388385
20220324,67000,67000310,塩行里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.2426185,23.0388385
20220311,67000,67000310,塩行里,住宅,80,0,0,18,18,0,0,0,0,0,0,0,120.2426185,23.0388385
20220221,67000,67000310,塩行里,住宅,80,0,0,6,6,0,0,0,0,0,0,0,120.2426185,23.0388385
20220207,67000,67000310,塩行里,住宅,80,0,2,6,8,0,0,0,0,0,0,0,120.2426185,23.0388385
20220119,67000,67000310,塩行里,住宅,120,2,0,21,21,0,2,2,2,1,10,4,120.2426185,23.0388385
20220104,67000,67000310,塩行里,住宅,120,1,1,23,24,1,0,1,1,1,4,2,120.2426185,23.0388385
20221228,67000,67000310,塩洲里,住宅,50,1,1,7,8,0,1,1,2,1,13,4,120.232521,23.0423005
20221222,67000,67000310,塩洲里,住宅,50,1,3,12,15,1,0,1,2,1,7,3,120.232521,23.0423005
20221212,67000,67000310,塩洲里,住宅,80,0,0,2,2,0,0,0,0,0,0,0,120.232521,23.0423005
20221124,67000,67000310,塩洲里,住宅,80,0,0,2,2,0,0,0,0,0,0,0,120.232521,23.0423005
20221115,67000,67000310,塩洲里,住宅,80,0,0,2,2,0,0,0,0,0,0,0,120.232521,23.0423005
20221108,67000,67000310,塩洲里,住宅,80,1,0,9,9,0,1,1,1,1,11,4,120.232521,23.0423005
20221031,67000,67000310,塩洲里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.232521,23.0423005
20221017,67000,67000310,塩洲里,住宅,80,0,0,4,4,0,0,0,0,0,0,0,120.232521,23.0423005
20221003,67000,67000310,塩洲里,住宅,80,0,0,3,3,0,0,0,0,0,0,0,120.232521,23.0423005
20220929,67000,67000310,塩洲里,住宅,80,0,0,3,3,0,0,0,0,0,0,0,120.232521,23.0423005
20220912,67000,67000310,塩洲里,住宅,80,0,0,8,8,0,0,0,0,0,0,0,120.232521,23.0423005
20220825,67000,67000310,塩洲里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.232521,23.0423005
20220815,67000,67000310,塩洲里,住宅,80,0,0,13,13,0,0,0,0,0,0,0,120.232521,23.0423005
20220803,67000,67000310,塩洲里,住宅,80,0,3,18,21,0,0,0,0,0,0,0,120.232521,23.0423005
20220715,67000,67000310,塩洲里,住宅,80,0,0,11,11,0,0,0,0,0,0,0,120.232521,23.0423005
20220712,67000,67000310,塩洲里,住宅,80,0,0,6,6,0,0,0,0,0,0,0,120.232521,23.0423005
20220630,67000,67000310,塩洲里,住宅,80,2,0,14,14,0,2,2,3,1,14,4,120.232521,23.0423005
20220627,67000,67000310,塩洲里,住宅,80,0,0,18,18,0,0,0,0,0,0,0,120.232521,23.0423005
20220616,67000,67000310,塩洲里,住宅,80,5,0,17,17,0,7,7,9,2,41,9,120.232521,23.0423005
20220609,67000,67000310,塩洲里,住宅,80,0,0,11,11,0,0,0,0,0,0,0,120.232521,23.0423005
20220509,67000,67000310,塩洲里,住宅,80,1,1,11,12,0,1,1,1,1,8,3,120.232521,23.0423005
20220422,67000,67000310,塩洲里,住宅,80,0,0,4,4,0,0,0,0,0,0,0,120.232521,23.0423005
20220411,67000,67000310,塩洲里,住宅,80,0,6,6,12,0,0,0,0,0,0,0,120.232521,23.0423005
20220317,67000,67000310,塩洲里,住宅,80,0,0,7,7,0,0,0,0,0,0,0,120.232521,23.0423005
20220311,67000,67000310,塩洲里,住宅,80,1,0,3,3,0,1,1,1,1,33,8,120.232521,23.0423005
20220221,67000,67000310,塩洲里,住宅,80,0,0,10,10,0,0,0,0,0,0,0,120.232521,23.0423005
20220215,67000,67000310,塩洲里,學校,80,0,2,6,8,0,0,0,0,0,0,0,120.232521,23.0423005
20220211,67000,67000310,塩洲里,住宅,80,0,0,6,6,0,0,0,0,0,0,0,120.232521,23.0423005
20220207,67000,67000310,塩洲里,住宅,80,2,0,4,4,0,2,2,3,1,50,9,120.232521,23.0423005
20220121,67000,67000310,塩洲里,住宅,80,0,0,7,7,0,0,0,0,0,0,0,120.232521,23.0423005
20220110,67000,67000310,塩洲里,住宅,80,0,0,7,7,0,0,0,0,0,0,0,120.232521,23.0423005
20221213,67000,67000150,塩埕里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.0838547,23.150015
20220818,67000,67000150,塩埕里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.0838547,23.150015
20220419,67000,67000150,塩埕里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.0838547,23.150015
20221212,67000,67000310,塩興里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.2432053,23.0170105
20221031,67000,67000310,塩興里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.2397292,23.0425917
20221006,67000,67000310,塩興里,住宅,80,0,0,4,4,0,0,0,0,0,0,0,120.2397292,23.0425917
20220921,67000,67000310,塩興里,住宅,80,0,0,6,6,0,0,0,0,0,0,0,120.262788,23.0211799
20220920,67000,67000310,塩興里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.262788,23.0211799
20220914,67000,67000310,塩興里,住宅,80,0,0,2,2,0,0,0,0,0,0,0,120.262788,23.0211799
20220907,67000,67000310,塩興里,住宅,80,0,0,3,3,0,0,0,0,0,0,0,120.262788,23.0211799
20220825,67000,67000310,塩興里,住宅,80,1,0,13,13,0,1,1,1,1,8,3,120.262788,23.0211799
20220818,67000,67000310,塩興里,住宅,80,0,0,13,13,0,0,0,0,0,0,0,120.262788,23.0211799
20220808,67000,67000310,塩興里,住宅,80,0,0,11,11,0,0,0,0,0,0,0,120.262788,23.0211799
20220722,67000,67000310,塩興里,住宅,80,2,3,10,13,1,1,2,3,1,15,5,120.262788,23.0211799
20220715,67000,67000310,塩興里,住宅,80,0,0,12,12,0,0,0,0,0,0,0,120.262788,23.0211799
20220630,67000,67000310,塩興里,住宅,80,1,0,22,22,0,1,1,1,1,5,2,120.262788,23.0211799
20220627,67000,67000310,塩興里,住宅,80,0,0,11,11,0,0,0,0,0,0,0,120.262788,23.0211799
20220616,67000,67000310,塩興里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.262788,23.0211799
20220509,67000,67000310,塩興里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.2397292,23.0425917
20220422,67000,67000310,塩興里,住宅,80,0,0,2,2,0,0,0,0,0,0,0,120.262788,23.0211799
20220411,67000,67000310,塩興里,住宅,80,0,0,10,10,0,0,0,0,0,0,0,120.262788,23.0211799
20220324,67000,67000310,塩興里,住宅,80,0,4,8,12,0,0,0,0,0,0,0,120.262788,23.0211799
20220311,67000,67000310,塩興里,住宅,120,0,0,11,11,0,0,0,0,0,0,0,120.2397292,23.0425917
20220221,67000,67000310,塩興里,住宅,80,0,3,14,17,0,0,0,0,0,0,0,120.2397292,23.0425917
20220107,67000,67000310,塩興里,住宅,80,0,0,10,10,0,0,0,0,0,0,0,120.2397292,23.0425917
20221229,67000,67000270,一甲里,住宅,50,1,0,23,23,0,1,1,2,1,4,2,120.2613689,22.9771958
20221222,67000,67000270,一甲里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,120.2613689,22.9771958
20221212,67000,67000270,一甲里,住宅,120,0,0,14,14,0,0,0,0,0,0,0,120.2613689,22.9771958
20221206,67000,67000270,一甲里,住宅,80,0,0,6,6,0,0,0,0,0,0,0,120.2613689,22.9771958
20221201,67000,67000270,一甲里,住宅,80,0,0,20,20,0,0,0,0,0,0,0,120.2613689,22.9771958
20221125,67000,67000270,一甲里,住宅,80,0,0,4,4,0,0,0,0,0,0,0,120.2613689,22.9771958
20221124,67000,67000270,一甲里,住宅,80,0,0,8,8,0,0,0,0,0,0,0,120.2613689,22.9771958
20221116,67000,67000270,一甲里,住宅,80,0,0,7,7,0,0,0,0,0,0,0,120.2613689,22.9771958
20221107,67000,67000270,一甲里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.2613689,22.9771958
20221031,67000,67000270,一甲里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.2613689,22.9771958
20221027,67000,67000270,一甲里,住宅,80,0,0,2,2,0,0,0,0,0,0,0,120.2613689,22.9771958
20221020,67000,67000270,一甲里,住宅,80,0,0,15,15,0,0,0,0,0,0,0,120.2613689,22.9771958
20221014,67000,67000270,一甲里,住宅,80,0,0,6,6,0,0,0,0,0,0,0,120.2613689,22.9771958
20221003,67000,67000270,一甲里,住宅,80,0,2,1,3,0,0,0,0,0,0,0,120.2613689,22.9771958
20220929,67000,67000270,一甲里,住宅,80,0,0,6,6,0,0,0,0,0,0,0,120.2613689,22.9771958
20220923,67000,67000270,一甲里,住宅,50,0,1,5,6,0,0,0,0,0,0,0,120.2613689,22.9771958
20220922,67000,67000270,一甲里,住宅,80,0,0,10,10,0,0,0,0,0,0,0,120.2613689,22.9771958
20220916,67000,67000270,一甲里,住宅,80,0,0,15,15,0,0,0,0,0,0,0,120.2613689,22.9771958
20220829,67000,67000270,一甲里,住宅,80,0,0,11,11,0,0,0,0,0,0,0,120.2613689,22.9771958
20220823,67000,67000270,一甲里,住宅,80,0,0,9,9,0,0,0,0,0,0,0,120.2613689,22.9771958
20220818,67000,67000270,一甲里,住宅,120,1,0,24,24,0,2,2,2,1,8,3,120.2613689,22.9771958
20220809,67000,67000270,一甲里,住宅,80,0,0,14,14,0,0,0,0,0,0,0,120.2613689,22.9771958
20220801,67000,67000270,一甲里,住宅,80,0,0,23,23,0,0,0,0,0,0,0,120.2613689,22.9771958
20220725,67000,67000270,一甲里,住宅,80,0,0,2,2,0,0,0,0,0,0,0,120.2613689,22.9771958
20220720,67000,67000270,一甲里,住宅,80,0,0,14,14,0,0,0,0,0,0,0,120.2613689,22.9771958
20220714,67000,67000270,一甲里,住宅,80,0,0,15,15,0,0,0,0,0,0,0,120.2613689,22.9771958
20220708,67000,67000270,一甲里,住宅,80,0,3,9,12,0,0,0,0,0,0,0,120.2613689,22.9771958
20220628,67000,67000270,一甲里,住宅,80,1,0,20,20,0,1,1,1,1,5,2,120.2613689,22.9771958
20220613,67000,67000270,一甲里,住宅,80,2,0,5,5,0,2,2,3,1,40,8,120.2613689,22.9771958
20220609,67000,67000270,一甲里,住宅,80,2,0,21,21,0,2,2,3,1,10,4,120.2613689,22.9771958
20220601,67000,67000270,一甲里,住宅,80,0,0,7,7,0,0,0,0,0,0,0,120.2613689,22.9771958
20220525,67000,67000270,一甲里,住宅,80,0,0,21,21,0,0,0,0,0,0,0,120.2613689,22.9771958
20220520,67000,67000270,一甲里,住宅,80,1,0,18,18,0,1,1,1,1,6,3,120.2613689,22.9771958
20220513,67000,67000270,一甲里,住宅,80,1,0,16,16,0,1,1,1,1,6,3,120.2613689,22.9771958
20220506,67000,67000270,一甲里,住宅,80,0,0,2,2,0,0,0,0,0,0,0,120.2613689,22.9771958
20220428,67000,67000270,一甲里,住宅,80,0,0,21,21,0,0,0,0,0,0,0,120.2613689,22.9771958
20220419,67000,67000270,一甲里,住宅,80,0,0,14,14,0,0,0,0,0,0,0,120.2613689,22.9771958
20220415,67000,67000270,一甲里,住宅,120,0,0,10,10,0,0,0,0,0,0,0,120.2613689,22.9771958
20220408,67000,67000270,一甲里,住宅,80,0,0,8,8,0,0,0,0,0,0,0,120.2613689,22.9771958
20220331,67000,67000270,一甲里,住宅,80,1,0,13,13,0,1,1,1,1,8,3,120.2613689,22.9771958
20220321,67000,67000270,一甲里,住宅,80,0,0,22,22,0,0,0,0,0,0,0,120.2613689,22.9771958
20220318,67000,67000270,一甲里,住宅,80,1,0,5,5,0,1,1,1,1,20,5,120.2613689,22.9771958
20220309,67000,67000270,一甲里,住宅,80,0,0,13,13,0,0,0,0,0,0,0,120.2613689,22.9771958
20220304,67000,67000270,一甲里,住宅,80,0,0,3,3,0,0,0,0,0,0,0,120.2613689,22.9771958
20220221,67000,67000270,一甲里,住宅,80,0,0,2,2,0,0,0,0,0,0,0,120.2613689,22.9771958
20220217,67000,67000270,一甲里,住宅,80,0,0,14,14,0,0,0,0,0,0,0,120.2613689,22.9771958
20220209,67000,67000270,一甲里,住宅,80,0,0,10,10,0,0,0,0,0,0,0,120.2613689,22.9771958
20220127,67000,67000270,一甲里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.2613689,22.9771958
20220124,67000,67000270,一甲里,住宅,50,0,2,30,32,0,0,0,0,0,0,0,120.2613689,22.9771958
20220113,67000,67000270,一甲里,住宅,80,0,0,4,4,0,0,0,0,0,0,0,120.2613689,22.9771958
20220107,67000,67000270,一甲里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.2613689,22.9771958
20221008,67000,67000280,七甲里,住宅,75,0,0,6,6,0,0,0,0,0,0,0,120.2830007,22.9820507
20220822,67000,67000090,七甲里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.3478746,23.2192017
20220620,67000,67000090,七甲里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.3478746,23.2192017
20220108,67000,67000280,七甲里,住宅,56,0,0,11,11,0,0,0,0,0,0,0,120.2830007,22.9820507
20221112,67000,67000150,七股里,住宅,60,0,0,2,2,0,0,0,0,0,0,0,120.134391,23.1300216
20220919,67000,67000150,七股里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.134391,23.1300216
20221229,67000,67000310,二王里,住宅,50,0,2,12,14,0,0,0,0,0,0,0,120.2469457,23.0177985
20221223,67000,67000310,二王里,住宅,50,0,1,14,15,0,0,0,0,0,0,0,120.2469457,23.0177985
20221216,67000,67000310,二王里,住宅,80,0,0,3,3,0,0,0,0,0,0,0,120.2469457,23.0177985
20221129,67000,67000310,二王里,住宅,80,1,0,7,7,0,1,1,1,1,14,4,120.2469457,23.0177985
20221124,67000,67000310,二王里,住宅,80,0,0,12,12,0,0,0,0,0,0,0,120.2469457,23.0177985
20221114,67000,67000310,二王里,住宅,80,0,0,4,4,0,0,0,0,0,0,0,120.2469457,23.0177985
20221103,67000,67000310,二王里,住宅,54,0,0,13,13,0,0,0,0,0,0,0,120.2469457,23.0177985
20221028,67000,67000310,二王里,住宅,80,1,0,11,11,0,1,1,1,1,9,3,120.2469457,23.0177985
20221013,67000,67000310,二王里,住宅,80,0,0,12,12,0,0,0,0,0,0,0,120.2469457,23.0177985
20221007,67000,67000310,二王里,住宅,80,0,1,14,15,0,0,0,0,0,0,0,120.2469457,23.0177985
20220922,67000,67000310,二王里,住宅,80,1,0,22,22,0,1,1,1,1,5,2,120.2469457,23.0177985
20220916,67000,67000310,二王里,住宅,80,1,0,6,6,0,1,1,1,1,17,5,120.2469457,23.0177985
20220902,67000,67000310,二王里,住宅,80,3,0,15,15,0,4,4,5,2,27,6,120.2469457,23.0177985
20220826,67000,67000310,二王里,住宅,80,0,0,10,10,0,0,0,0,0,0,0,120.2469457,23.0177985
20220823,67000,67000310,二王里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.2469457,23.0177985
20220813,67000,67000310,二王里,住宅,80,0,8,8,16,0,0,0,0,0,0,0,120.2469457,23.0177985
20220808,67000,67000310,二王里,住宅,80,0,0,12,12,0,0,0,0,0,0,0,120.2469457,23.0177985
20220728,67000,67000310,二王里,住宅,80,0,0,3,3,0,0,0,0,0,0,0,120.2469457,23.0177985
20220722,67000,67000310,二王里,住宅,80,2,0,5,5,0,2,2,3,1,40,8,120.2469457,23.0177985
20220715,67000,67000310,二王里,住宅,80,2,0,9,9,0,2,2,3,1,22,6,120.2469457,23.0177985
20220708,67000,67000310,二王里,住宅,80,6,0,30,30,0,17,17,21,4,57,9,120.2469457,23.0177985
20220706,67000,67000310,二王里,住宅,80,0,0,14,14,0,0,0,0,0,0,0,120.2469457,23.0177985
20220627,67000,67000310,二王里,住宅,80,0,0,6,6,0,0,0,0,0,0,0,120.2469457,23.0177985
20220609,67000,67000310,二王里,住宅,80,2,7,14,21,1,1,2,3,1,10,4,120.2469457,23.0177985
20220520,67000,67000310,二王里,住宅,80,0,0,22,22,0,0,0,0,0,0,0,120.2469457,23.0177985
20220516,67000,67000310,二王里,住宅,80,0,0,8,8,0,0,0,0,0,0,0,120.2469457,23.0177985
20220509,67000,67000310,二王里,住宅,80,0,0,6,6,0,0,0,0,0,0,0,120.2469457,23.0177985
20220429,67000,67000310,二王里,住宅,120,0,0,12,12,0,0,0,0,0,0,0,120.2469457,23.0177985
20220427,67000,67000310,二王里,住宅,80,1,5,13,18,0,1,1,1,1,6,3,120.2469457,23.0177985
20220427,67000,67000310,二王里,住宅,80,0,0,3,3,0,0,0,0,0,0,0,120.2469457,23.0177985
20220421,67000,67000310,二王里,住宅,120,0,0,12,12,0,0,0,0,0,0,0,120.2469457,23.0177985
20220415,67000,67000310,二王里,住宅,80,0,2,4,6,0,0,0,0,0,0,0,120.2469457,23.0177985
20220411,67000,67000310,二王里,住宅,80,0,0,2,2,0,0,0,0,0,0,0,120.2469457,23.0177985
20220325,67000,67000310,二王里,住宅,80,0,0,22,22,0,0,0,0,0,0,0,120.2469457,23.0177985
20220318,67000,67000310,二王里,住宅,80,1,0,18,18,0,8,8,10,3,44,9,120.2469457,23.0177985
20220308,67000,67000310,二王里,住宅,80,0,0,1,1,0,0,0,0,0,0,0,120.2469457,23.0177985
20220307,67000,67000310,二王里,住宅,80,0,4,6,10,0,0,0,0,0,0,0,120.2469457,23.0177985
20220223,67000,67000310,二王里,住宅,80,0,0,10,10,0,0,0,0,0,0,0,120.2469457,23.0177985
20220221,67000,67000310,二王里,住宅,80,0,0,11,11,0,0,0,0,0,0,0,120.2469457,23.0177985
20220214,67000,67000310,二王里,住宅,80,0,0,11,11,0,0,0,0,0,0,0,120.2469457,23.0177985
20220122,67000,67000310,二王里,住宅,80,1,0,22,22,0,1,1,1,1,5,2,120.2469457,23.0177985
20220103,67000,67000310,二王里,住宅,120,0,0,10,10,0,0,0,0,0,0,0,120.2469457,23.0177985
20221216,67000,67000090,二甲里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.344992,23.2278593
20220216,67000,67000090,二甲里,住宅,60,0,0,8,8,0,0,0,0,0,0,0,120.344992,23.2278593
20221227,67000,67000270,二行里,住宅,50,0,1,10,11,0,0,0,0,0,0,0,120.2209801,22.9212251
20221219,67000,67000270,二行里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.2209801,22.9212251
20221214,67000,67000270,二行里,住宅,80,0,0,6,6,0,0,0,0,0,0,0,120.2209801,22.9212251
20221205,67000,67000270,二行里,住宅,80,0,0,9,9,0,0,0,0,0,0,0,120.2209801,22.9212251
20221202,67000,67000270,二行里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.2209801,22.9212251
20221123,67000,67000270,二行里,住宅,80,0,0,13,13,0,0,0,0,0,0,0,120.2209801,22.9212251
20221114,67000,67000270,二行里,住宅,80,0,0,5,5,0,0,0,0,0,0,0,120.2209801,22.9212251
20221111,67000,67000270,二行里,住宅,80,0,0,7,7,0,0,0,0,0,0,0,120.2209801,22.9212251
20221031,67000,67000270,二行里,住宅,80,0,0,6,6,0,0,0,0,0,0,0,120.2209801,22.9212251
20221024,67000,67000270,二行里,住宅,80,0,0,13,13,0,0,0,0,0,0,0,120.2209801,22.9212251
20221018,67000,67000270,二行里,住宅,80,0,0,6,6,0,0,0,0,0,0,0,120.2209801,22.9212251
20221012,67000,67000270,二行里,住宅,80,0,0,7,7,0,0,0,0,0,0,0,120.2209801,22.9212251
20221004,67000,67000270,二行里,住宅,80,0,0,6,6,0,0,0,0,0,0,0,120.2209801,22.9212251
20220929,67000,67000270,二行里,住宅,80,1,0,13,13,0,1,1,1,1,8,3,120.2209801,22.9212251
20220919,67000,67000270,二行里,住宅,80,0,0,7,7,0,0,0,0,0,0,0,120.2209801,22.9212251
20220913,67000,67000270,二行里,住宅,80,0,0,10,10,0,0,0,0,0,0,0,120.2209801,22.9212251
20220905,67000,67000270,二行里,住宅,120,0,0,14,14,0,0,0,0,0,0,0,120.2209801,22.9212251
20220829,67000,67000270,二行里,住宅,80,0,1,8,9,0,0,0,0,0,0,0,120.2209801,22.9212251
20220824,67000,67000270,二行里,住宅,80,1,0,9,9,0,1,1,1,1,11,4,120.2209801,22.9212251
20220817,67000,67000270,二行里,住宅,80,0,0,17,17,0,0,0,0,0,0,0,120.2209801,22.9212251
20220812,67000,67000270,二行里,住宅,120,0,0,22,22,0,0,0,0,0,0,0,120.2209801,22.9212251
20220810,67000,67000270,二行里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,120.2209801,22.9212251
20220804,67000,67000270,二行里,住宅,80,1,0,12,12,0,1,1,1,1,8,3,120.2209801,22.9212251
20220726,67000,67000270,二行里,住宅,80,0,0,9,9,0,0,0,0,0,0,0,120.2209801,22.9212251
20220722,67000,67000270,二行里,住宅,80,0,0,4,4,0,0,0,0,0,0,0,120.2209801,22.9212251
20220711,67000,67000270,二行里,住宅,80,0,0,8,8,0,0,0,0,0,0,0,120.2209801,22.9212251
20220704,67000,67000270,二行里,住宅,80,1,0,25,25,0,1,1,1,1,4,2,120.2209801,22.9212251
20220620,67000,67000270,二行里,住宅,80,0,0,10,10,0,0,0,0,0,0,0,120.2209801,22.9212251
20220620,67000,67000270,二行里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.2209801,22.9212251
20220616,67000,67000270,二行里,住宅,80,0,0,3,3,0,0,0,0,0,0,0,120.2209801,22.9212251
20220608,67000,67000270,二行里,住宅,80,1,0,15,15,0,1,1,1,1,7,3,120.2209801,22.9212251
20220530,67000,67000270,二行里,住宅,80,0,0,13,13,0,0,0,0,0,0,0,120.2209801,22.9212251
20220523,67000,67000270,二行里,住宅,80,0,0,7,7,0,0,0,0,0,0,0,120.2209801,22.9212251
20220516,67000,67000270,二行里,住宅,80,0,0,23,23,0,0,0,0,0,0,0,120.2209801,22.9212251
20220509,67000,67000270,二行里,住宅,80,0,0,3,3,0,0,0,0,0,0,0,120.2209801,22.9212251
