日期,縣市別代碼,行政區域代碼,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
20230109,67000,67000180,𦰡拔里,住宅,50,0,0,26,26,0,0,0,0,0,0,0,120.3377852,23.053697
20230601,67000,67000350,塩田里,住宅,50,0,3,2,5,0,0,0,0,0,0,0,120.1531568,23.028049
20230516,67000,67000350,塩田里,住宅,50,0,4,6,10,0,0,0,0,0,0,0,120.1531568,23.028049
20230508,67000,67000350,塩田里,住宅,50,0,6,24,30,0,0,0,0,0,0,0,120.1531568,23.028049
20230428,67000,67000350,塩田里,住宅,50,0,3,2,5,0,0,0,0,0,0,0,120.1531568,23.028049
20230417,67000,67000350,塩田里,住宅,50,0,0,15,15,0,0,0,0,0,0,0,120.1531568,23.028049
20230327,67000,67000350,塩田里,住宅,50,0,5,0,5,0,0,0,0,0,0,0,120.1531568,23.028049
20230316,67000,67000350,塩田里,住宅,52,0,6,9,15,0,0,0,0,0,0,0,120.1531568,23.028049
20230220,67000,67000350,塩田里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.1531568,23.028049
20230204,67000,67000350,塩田里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.1531568,23.028049
20230109,67000,67000350,塩田里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.1531568,23.028049
20230106,67000,67000070,晋江里,住宅,61,1,0,4,4,0,1,1,2,1,25,6,120.2534363,23.18083
20230525,67000,67000310,塩行里,住宅,50,0,1,9,10,0,0,0,0,0,0,0,120.2426185,23.0388385
20230501,67000,67000310,塩行里,住宅,50,0,1,14,15,0,0,0,0,0,0,0,120.2426185,23.0388385
20230414,67000,67000310,塩行里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.2426185,23.0388385
20230331,67000,67000310,塩行里,住宅,75,0,0,6,6,0,0,0,0,0,0,0,120.2426185,23.0388385
20230324,67000,67000310,塩行里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.2426185,23.0388385
20230314,67000,67000310,塩行里,住宅,50,1,0,7,7,0,1,1,2,1,14,4,120.2426185,23.0388385
20230306,67000,67000310,塩行里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.2426185,23.0388385
20230221,67000,67000310,塩行里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.2426185,23.0388385
20230209,67000,67000310,塩行里,住宅,50,0,1,11,12,0,0,0,0,0,0,0,120.2426185,23.0388385
20230117,67000,67000310,塩行里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.2426185,23.0388385
20230110,67000,67000310,塩行里,住宅,50,0,2,3,5,0,0,0,0,0,0,0,120.2426185,23.0388385
20230106,67000,67000310,塩行里,住宅,50,0,0,15,15,0,0,0,0,0,0,0,120.2426185,23.0388385
20230525,67000,67000310,塩洲里,住宅,50,0,6,13,19,0,0,0,0,0,0,0,120.232521,23.0423005
20230501,67000,67000310,塩洲里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,120.232521,23.0423005
20230414,67000,67000310,塩洲里,住宅,50,0,4,9,13,0,0,0,0,0,0,0,120.232521,23.0423005
20230324,67000,67000310,塩洲里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,120.232521,23.0423005
20230306,67000,67000310,塩洲里,住宅,50,0,10,4,14,0,0,0,0,0,0,0,120.232521,23.0423005
20230213,67000,67000310,塩洲里,學校,50,0,1,4,5,0,0,0,0,0,0,0,120.232521,23.0423005
20230210,67000,67000310,塩洲里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,120.232521,23.0423005
20230111,67000,67000310,塩洲里,住宅,50,1,3,2,5,0,1,1,2,1,20,5,120.232521,23.0423005
20230418,67000,67000150,塩埕里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.0838547,23.150015
20230526,67000,67000310,塩興里,住宅,50,0,1,2,3,0,0,0,0,0,0,0,120.2233759,23.022133
20230522,67000,67000310,塩興里,住宅,50,0,3,7,10,0,0,0,0,0,0,0,120.2233759,23.022133
20230515,67000,67000310,塩興里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.262788,23.0211799
20230424,67000,67000310,塩興里,住宅,50,2,0,12,12,0,2,2,4,1,17,5,120.2399168,23.0389753
20230422,67000,67000310,塩興里,住宅,50,0,1,12,13,0,0,0,0,0,0,0,120.2399168,23.0389753
20230418,67000,67000310,塩興里,住宅,50,1,1,6,7,1,0,1,2,1,14,4,120.2399168,23.0389753
20230325,67000,67000310,塩興里,住宅,50,1,0,9,9,0,1,1,2,1,11,4,120.2399168,23.0389753
20230314,67000,67000310,塩興里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.262788,23.0211799
20230218,67000,67000310,塩興里,住宅,50,2,0,11,11,0,2,2,4,1,18,5,120.2432053,23.0170105
20230210,67000,67000310,塩興里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.262788,23.0211799
20230112,67000,67000310,塩興里,住宅,50,1,0,6,6,0,1,1,2,1,17,5,120.262788,23.0211799
20230718,67000,67000270,一甲里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.2613689,22.9771958
20230605,67000,67000270,一甲里,住宅,50,1,2,21,23,1,0,1,2,1,4,2,120.2613689,22.9771958
20230529,67000,67000270,一甲里,住宅,50,0,0,12,12,0,0,0,0,0,0,0,120.2613689,22.9771958
20230525,67000,67000270,一甲里,住宅,50,0,1,7,8,0,0,0,0,0,0,0,120.2613689,22.9771958
20230518,67000,67000270,一甲里,住宅,50,0,7,9,16,0,0,0,0,0,0,0,120.2613689,22.9771958
20230512,67000,67000270,一甲里,住宅,50,1,2,29,31,0,1,1,2,1,3,2,120.2613689,22.9771958
20230419,67000,67000270,一甲里,住宅,50,2,0,10,10,0,2,2,4,1,20,5,120.2613689,22.9771958
20230410,67000,67000270,一甲里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.2613689,22.9771958
20230327,67000,67000270,一甲里,住宅,50,1,4,3,7,0,1,1,2,1,14,4,120.2613689,22.9771958
20230314,67000,67000270,一甲里,住宅,50,0,4,12,16,0,0,0,0,0,0,0,120.2613689,22.9771958
20230302,67000,67000270,一甲里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.2613689,22.9771958
20230217,67000,67000270,一甲里,住宅,50,0,1,3,4,0,0,0,0,0,0,0,120.2613689,22.9771958
20230208,67000,67000270,一甲里,住宅,50,0,0,13,13,0,0,0,0,0,0,0,120.2613689,22.9771958
20230203,67000,67000270,一甲里,住宅,50,0,0,15,15,0,0,0,0,0,0,0,120.2613689,22.9771958
20230201,67000,67000270,一甲里,住宅,50,0,3,15,18,0,0,0,0,0,0,0,120.2613689,22.9771958
20230116,67000,67000270,一甲里,住宅,50,1,0,10,10,0,1,1,2,1,10,4,120.2613689,22.9771958
20230112,67000,67000270,一甲里,住宅,50,1,2,5,7,0,1,1,2,1,14,4,120.2613689,22.9771958
20230106,67000,67000270,一甲里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.2613689,22.9771958
20230725,67000,67000280,七甲里,機關,50,0,2,13,15,0,0,0,0,0,0,0,120.2830007,22.9820507
20230724,67000,67000280,七甲里,住宅,50,1,0,20,20,0,1,1,2,1,5,2,120.2830007,22.9820507
20230724,67000,67000280,七甲里,其他,50,1,0,13,13,0,1,1,2,1,8,3,120.2830007,22.9820507
20230721,67000,67000280,七甲里,機關,50,0,1,5,6,0,0,0,0,0,0,0,120.2830007,22.9820507
20230718,67000,67000280,七甲里,住宅,105,0,0,14,14,0,0,0,0,0,0,0,120.2830007,22.9820507
20230708,67000,67000280,七甲里,機關,73,0,0,8,8,0,0,0,0,0,0,0,120.2830007,22.9820507
20230707,67000,67000280,七甲里,住宅,50,0,4,19,23,0,0,0,0,0,0,0,120.2830007,22.9820507
20230706,67000,67000280,七甲里,住宅,50,1,0,6,6,0,1,1,2,1,17,5,120.2830007,22.9820507
20230703,67000,67000280,七甲里,住宅,60,1,8,46,54,0,1,1,2,1,2,1,120.2830007,22.9820507
20230629,67000,67000280,七甲里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,120.2830007,22.9820507
20230624,67000,67000280,七甲里,住宅,60,0,0,5,5,0,0,0,0,0,0,0,120.2830007,22.9820507
20230616,67000,67000090,七甲里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,120.3478746,23.2192017
20230321,67000,67000090,七甲里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.3478746,23.2192017
20230621,67000,67000150,七股里,住宅,60,0,0,8,8,0,0,0,0,0,0,0,120.134391,23.1300216
20230609,67000,67000310,二王里,住宅,50,0,1,4,5,0,0,0,0,0,0,0,120.2469457,23.0177985
20230601,67000,67000310,二王里,住宅,50,0,1,5,6,0,0,0,0,0,0,0,120.2469457,23.0177985
20230518,67000,67000310,二王里,住宅,50,0,3,13,16,0,0,0,0,0,0,0,120.2469457,23.0177985
20230425,67000,67000310,二王里,住宅,50,2,3,8,11,1,1,2,4,1,18,5,120.2469457,23.0177985
20230418,67000,67000310,二王里,住宅,50,2,3,18,21,0,2,2,4,1,10,4,120.2469457,23.0177985
20230327,67000,67000310,二王里,住宅,50,0,6,2,8,0,0,0,0,0,0,0,120.2469457,23.0177985
20230322,67000,67000310,二王里,住宅,50,0,1,11,12,0,0,0,0,0,0,0,120.2469457,23.0177985
20230313,67000,67000310,二王里,住宅,50,0,0,11,11,0,0,0,0,0,0,0,120.2469457,23.0177985
20230303,67000,67000310,二王里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.2469457,23.0177985
20230214,67000,67000310,二王里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2469457,23.0177985
20230209,67000,67000310,二王里,住宅,50,0,1,13,14,0,0,0,0,0,0,0,120.2469457,23.0177985
20230116,67000,67000310,二王里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2469457,23.0177985
20230113,67000,67000310,二王里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.2469457,23.0177985
20230621,67000,67000090,二甲里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.344992,23.2278593
20230424,67000,67000090,二甲里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.344992,23.2278593
20230215,67000,67000090,二甲里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.344992,23.2278593
20230718,67000,67000270,二行里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.2209801,22.9212251
20230714,67000,67000270,二行里,住宅,50,0,0,6,6,0,0,0,0,0,0,0,120.2209801,22.9212251
20230609,67000,67000270,二行里,住宅,50,0,1,12,13,0,0,0,0,0,0,0,120.2209801,22.9212251
20230602,67000,67000270,二行里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.2209801,22.9212251
20230522,67000,67000270,二行里,住宅,50,2,2,15,17,0,2,2,4,1,12,4,120.2209801,22.9212251
20230517,67000,67000270,二行里,住宅,50,0,2,9,11,0,0,0,0,0,0,0,120.2209801,22.9212251
20230508,67000,67000270,二行里,住宅,50,0,2,25,27,0,0,0,0,0,0,0,120.2209801,22.9212251
20230502,67000,67000270,二行里,住宅,50,0,1,8,9,0,0,0,0,0,0,0,120.2209801,22.9212251
20230427,67000,67000270,二行里,住宅,50,0,1,16,17,0,0,0,0,0,0,0,120.2209801,22.9212251
20230420,67000,67000270,二行里,住宅,50,1,0,15,15,0,1,1,2,1,7,3,120.2209801,22.9212251
20230413,67000,67000270,二行里,住宅,50,1,0,9,9,0,1,1,2,1,11,4,120.2209801,22.9212251
20230329,67000,67000270,二行里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.2209801,22.9212251
20230320,67000,67000270,二行里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,120.2209801,22.9212251
20230313,67000,67000270,二行里,住宅,50,0,5,8,13,0,0,0,0,0,0,0,120.2209801,22.9212251
20230309,67000,67000270,二行里,住宅,50,1,4,7,11,0,1,1,2,1,9,3,120.2209801,22.9212251
20230303,67000,67000270,二行里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.2209801,22.9212251
20230223,67000,67000270,二行里,住宅,50,1,0,10,10,0,1,1,2,1,10,4,120.2209801,22.9212251
20230217,67000,67000270,二行里,住宅,50,0,2,11,13,0,0,0,0,0,0,0,120.2209801,22.9212251
20230213,67000,67000270,二行里,住宅,50,0,1,14,15,0,0,0,0,0,0,0,120.2209801,22.9212251
20230209,67000,67000270,二行里,住宅,50,0,0,7,7,0,0,0,0,0,0,0,120.2209801,22.9212251
