日期,縣市別代碼,行政區域代碼,里別,調查種類,調查戶數,陽性戶數,調查容器數戶內,調查容器數戶外,陽性容器數戶內,陽性容器數戶外,布氏指數,布氏級數,容器指數,容器級數
20150112,67000,67000320,崇善里,住宅,50,1,4,12,0,1,2,1,6,3
20150313,67000,67000320,崇善里,住宅,50,0,2,15,0,0,0,0,0,0
20150330,67000,67000320,崇善里,住宅,50,1,4,8,0,1,2,1,8,3
20150420,67000,67000320,崇善里,住宅,50,1,8,15,1,0,2,1,4,2
20150511,67000,67000320,崇善里,住宅,50,4,5,12,0,4,8,2,24,6
20150605,67000,67000320,崇善里,住宅,50,4,1,19,1,11,24,4,60,9
20150611,67000,67000320,崇善里,住宅,50,0,0,14,0,0,0,0,0,0
20150720,67000,67000320,崇善里,住宅,50,2,2,19,0,2,4,1,10,4
20150818,67000,67000320,崇善里,住宅,50,3,5,5,1,4,10,3,50,9
20150821,67000,67000320,崇善里,住宅,50,1,7,13,0,1,2,1,5,2
20151012,67000,67000320,崇善里,住宅,13,0,2,26,0,0,0,0,0,0
20151021,67000,67000320,崇善里,住宅,221,0,50,29,0,0,0,0,0,0
20151030,67000,67000320,崇善里,住宅,104,1,18,23,1,0,1,1,2,1
20150203,67000,67000320,崇誨里,住宅,50,0,3,1,0,0,0,0,0,0
20150304,67000,67000320,崇誨里,住宅,50,0,0,14,0,0,0,0,0,0
20150327,67000,67000320,崇誨里,住宅,50,2,9,5,1,1,4,1,14,4
20150420,67000,67000320,崇誨里,住宅,50,1,2,8,0,1,2,1,10,4
20150513,67000,67000320,崇誨里,住宅,50,1,0,10,0,1,2,1,10,4
20150602,67000,67000320,崇誨里,住宅,50,2,5,11,1,1,4,1,13,4
20150701,67000,67000320,崇誨里,住宅,50,2,7,13,1,1,4,1,10,4
20150922,67000,67000320,崇誨里,住宅,131,0,33,19,0,0,0,0,0,0
20150929,67000,67000320,崇誨里,住宅,359,1,76,40,0,1,0,1,1,1
20151010,67000,67000320,崇誨里,住宅,378,4,96,89,1,4,1,1,3,2
20151021,67000,67000320,崇誨里,住宅,96,0,16,23,0,0,0,0,0,0
20150114,67000,67000320,崇德里,住宅,50,0,7,9,0,0,0,0,0,0
20150316,67000,67000320,崇德里,住宅,50,1,6,16,0,1,2,1,5,2
20150409,67000,67000320,崇德里,住宅,50,3,1,18,0,3,6,2,16,5
20150421,67000,67000320,崇德里,住宅,50,1,0,18,0,1,2,1,6,3
20150512,67000,67000320,崇德里,住宅,50,3,3,19,0,3,6,2,14,4
20150602,67000,67000320,崇德里,住宅,50,0,1,9,0,0,0,0,0,0
20150616,67000,67000320,崇德里,住宅,50,1,5,12,0,1,2,1,6,3
20150616,67000,67000320,崇德里,住宅,50,1,8,6,1,0,2,1,7,3
20150722,67000,67000320,崇德里,市場,50,5,6,5,5,3,16,3,73,9
20150722,67000,67000320,崇德里,住宅,50,4,2,40,0,6,12,3,14,4
20150731,67000,67000320,崇德里,住宅,50,1,2,22,0,2,4,1,8,3
20150804,67000,67000320,崇德里,住宅,50,1,3,3,1,0,2,1,17,5
20151021,67000,67000320,崇德里,住宅,247,1,64,59,0,2,1,1,2,1
20151027,67000,67000320,崇德里,住宅,157,1,13,13,1,0,1,1,4,2
20150127,67000,67000320,崇學里,住宅,50,0,8,7,0,0,0,0,0,0
20150303,67000,67000320,崇學里,住宅,50,2,2,6,1,1,4,1,25,6
20150331,67000,67000320,崇學里,住宅,50,1,2,22,0,1,2,1,4,2
20150423,67000,67000320,崇學里,住宅,50,2,0,18,0,5,10,3,28,7
20150424,67000,67000320,崇學里,住宅,50,2,12,18,1,3,8,2,13,4
20150504,67000,67000320,崇學里,住宅,50,2,5,25,0,2,4,1,7,3
20150529,67000,67000320,崇學里,住宅,50,0,5,10,0,0,0,0,0,0
20150615,67000,67000320,崇學里,住宅,50,1,4,9,0,4,8,2,31,7
20150703,67000,67000320,崇學里,住宅,50,4,6,15,1,5,12,3,29,7
20150920,67000,67000320,崇學里,住宅,137,1,24,40,4,0,3,1,6,3
20151023,67000,67000320,崇學里,住宅,203,0,32,20,0,0,0,0,0,0
20150608,67000,67000030,崎內里,住宅,50,0,2,0,0,0,0,0,0,0
20150812,67000,67000030,崎內里,住宅,50,0,0,11,0,0,0,0,0,0
20150911,67000,67000030,崎內里,住宅,36,1,0,39,0,1,3,1,3,2
20150123,67000,67000300,崎頂里,住宅,50,0,0,6,0,0,0,0,0,0
20150213,67000,67000300,崎頂里,住宅,50,0,0,5,0,0,0,0,0,0
20150313,67000,67000300,崎頂里,住宅,50,0,0,3,0,0,0,0,0,0
20150417,67000,67000300,崎頂里,住宅,50,0,0,6,0,0,0,0,0,0
20150513,67000,67000300,崎頂里,住宅,50,0,0,4,0,0,0,0,0,0
20150608,67000,67000300,崎頂里,住宅,50,0,0,9,0,0,0,0,0,0
20150709,67000,67000300,崎頂里,住宅,50,0,0,12,0,0,0,0,0,0
20150909,67000,67000300,崎頂里,住宅,50,0,6,12,0,0,0,0,0,0
20150311,67000,67000310,崑山里,住宅,50,1,16,24,0,1,2,1,3,1
20150324,67000,67000310,崑山里,住宅,50,0,7,35,0,0,0,0,0,0
20150402,67000,67000310,崑山里,住宅,50,1,8,21,0,1,2,1,3,2
20150409,67000,67000310,崑山里,住宅,50,1,3,4,0,1,2,1,14,4
20150422,67000,67000310,崑山里,住宅,50,2,20,26,0,2,4,1,4,2
20150507,67000,67000310,崑山里,住宅,50,2,2,20,1,1,4,1,9,3
20150520,67000,67000310,崑山里,住宅,50,2,18,17,0,2,4,1,6,3
20150612,67000,67000310,崑山里,住宅,75,5,2,27,0,5,7,2,17,5
20150622,67000,67000310,崑山里,住宅,50,2,3,34,0,2,4,1,5,2
20150416,67000,67000180,崙頂里,住宅,50,0,0,7,0,0,0,0,0,0
20150423,67000,67000180,崙頂里,住宅,50,0,0,2,0,0,0,0,0,0
20150718,67000,67000280,崙頂里,住宅,50,1,0,10,0,1,2,1,10,4
20150801,67000,67000280,崙頂里,住宅,500,4,0,24,0,6,1,1,25,6
20150802,67000,67000280,崙頂里,住宅,400,2,0,12,0,6,2,1,50,9
20150814,67000,67000280,崙頂里,住宅,453,1,0,137,0,8,2,1,6,3
20150818,67000,67000180,崙頂里,住宅,60,3,0,12,0,11,18,3,92,9
20150826,67000,67000180,崙頂里,住宅,55,5,1,45,0,5,9,2,11,4
20150903,67000,67000280,崙頂里,住宅,58,0,0,5,0,0,0,0,0,0
20150909,67000,67000180,崙頂里,住宅,50,0,0,25,0,0,0,0,0,0
20150910,67000,67000180,崙頂里,住宅,50,0,0,2,0,0,0,0,0,0
20150911,67000,67000280,崙頂里,住宅,52,0,0,2,0,0,0,0,0,0
20150920,67000,67000280,崙頂里,住宅,36,0,0,1,0,0,0,0,0,0
20150120,67000,67000150,康榔里,住宅,50,0,0,8,0,0,0,0,0,0
20150224,67000,67000150,康榔里,住宅,51,0,0,4,0,0,0,0,0,0
20150505,67000,67000150,康榔里,住宅,51,0,0,13,0,0,0,0,0,0
20150617,67000,67000150,康榔里,住宅,50,0,0,12,0,0,0,0,0,0
20150812,67000,67000150,康榔里,住宅,75,0,0,22,0,0,0,0,0,0
20150821,67000,67000150,康榔里,住宅,60,0,0,11,0,0,0,0,0,0
20150112,67000,67000230,望明里,住宅,50,0,0,8,0,0,0,0,0,0
20150312,67000,67000230,望明里,住宅,50,0,0,10,0,0,0,0,0,0
20150323,67000,67000230,望明里,住宅,50,0,0,4,0,0,0,0,0,0
20150410,67000,67000230,望明里,住宅,50,0,0,8,0,0,0,0,0,0
20150615,67000,67000230,望明里,住宅,50,0,0,6,0,0,0,0,0,0
20150709,67000,67000230,望明里,住宅,50,0,0,5,0,0,0,0,0,0
20150724,67000,67000230,望明里,住宅,50,0,0,4,0,0,0,0,0,0
20150309,67000,67000350,梅花里,住宅,50,1,1,8,0,1,2,1,11,4
20150325,67000,67000350,梅花里,住宅,50,1,1,9,0,1,2,1,10,4
20150420,67000,67000350,梅花里,住宅,75,0,2,15,0,0,0,0,0,0
20150519,67000,67000350,梅花里,住宅,50,4,4,17,0,4,8,2,19,5
20150522,67000,67000350,梅花里,住宅,50,2,1,11,0,2,4,1,17,5
20150609,67000,67000350,梅花里,住宅,50,2,1,9,0,2,4,1,20,5
20150629,67000,67000350,梅花里,住宅,50,1,3,15,0,1,2,1,6,3
20150630,67000,67000350,梅花里,住宅,75,0,1,16,0,0,0,0,0,0
20150807,67000,67000350,梅花里,住宅,50,0,0,8,0,0,0,0,0,0
20150825,67000,67000350,梅花里,住宅,50,1,2,7,0,1,2,1,11,4
20150826,67000,67000350,梅花里,住宅,50,0,8,4,0,0,0,0,0,0
20150213,67000,67000290,深坑里,住宅,52,0,0,0,0,0,0,0,0,0
20150309,67000,67000350,淵中里,住宅,50,0,2,10,0,0,0,0,0,0
20150318,67000,67000350,淵中里,住宅,50,1,2,11,0,1,2,1,8,3
20150330,67000,67000350,淵中里,住宅,50,0,1,8,0,0,0,0,0,0
20150413,67000,67000350,淵中里,住宅,50,2,2,18,0,4,8,2,20,5
20150417,67000,67000350,淵中里,住宅,50,1,0,13,0,1,2,1,8,3
20150504,67000,67000350,淵中里,住宅,75,3,10,20,0,5,7,2,17,5
20150603,67000,67000350,淵中里,住宅,50,4,1,15,0,4,8,2,25,6
20150624,67000,67000350,淵中里,住宅,50,2,5,14,0,3,6,2,16,5
20150306,67000,67000350,淵西里,住宅,50,0,1,12,0,0,0,0,0,0
20150318,67000,67000350,淵西里,住宅,50,0,3,5,0,0,0,0,0,0
20150409,67000,67000350,淵西里,住宅,50,1,1,10,0,1,2,1,9,3
20150429,67000,67000350,淵西里,住宅,75,0,2,18,0,0,0,0,0,0
20150513,67000,67000350,淵西里,住宅,50,0,0,19,0,0,0,0,0,0
20150522,67000,67000350,淵西里,住宅,50,3,3,23,0,3,6,2,12,4
20150616,67000,67000350,淵西里,住宅,50,4,3,12,0,4,8,2,27,6
20150625,67000,67000350,淵西里,住宅,50,2,2,16,0,2,4,1,11,4
20150720,67000,67000350,淵西里,住宅,50,1,2,19,0,1,2,1,5,2
20150803,67000,67000350,淵西里,住宅,50,4,0,21,0,4,8,2,19,5
20150306,67000,67000350,淵東里,住宅,50,1,2,13,0,1,2,1,7,3
20150331,67000,67000350,淵東里,住宅,50,0,1,8,0,0,0,0,0,0
20150430,67000,67000350,淵東里,住宅,50,0,2,18,0,0,0,0,0,0
20150513,67000,67000350,淵東里,住宅,50,1,9,11,0,1,2,1,5,2
20150522,67000,67000350,淵東里,住宅,50,1,2,20,0,1,2,1,5,2
20150603,67000,67000350,淵東里,住宅,50,4,0,10,0,4,8,2,40,8
20150622,67000,67000350,淵東里,住宅,50,1,2,16,0,1,2,1,6,3
20150701,67000,67000350,淵東里,住宅,75,2,2,11,0,2,3,1,15,5
20150803,67000,67000350,淵東里,住宅,94,1,7,17,0,1,1,1,4,2
20150807,67000,67000350,淵東里,住宅,50,0,1,8,0,0,0,0,0,0
20150107,67000,67000180,清水里,住宅,55,0,0,6,0,0,0,0,0,0
20150115,67000,67000180,清水里,住宅,60,0,0,5,0,0,0,0,0,0
20150605,67000,67000180,清水里,住宅,50,0,0,3,0,0,0,0,0,0
20150825,67000,67000180,清水里,住宅,50,0,0,9,0,0,0,0,0,0
20150216,67000,67000350,理想里,住宅,50,2,0,9,0,3,6,2,33,8
20150302,67000,67000350,理想里,住宅,50,0,2,7,0,0,0,0,0,0
20150313,67000,67000350,理想里,住宅,50,1,1,8,0,1,2,1,11,4
20150319,67000,67000350,理想里,住宅,50,0,2,11,0,0,0,0,0,0
20150415,67000,67000350,理想里,住宅,50,0,1,9,0,0,0,0,0,0
20150428,67000,67000350,理想里,住宅,75,0,1,13,0,0,0,0,0,0
20150515,67000,67000350,理想里,住宅,50,0,1,13,0,0,0,0,0,0
20150519,67000,67000350,理想里,住宅,50,1,3,8,0,1,2,1,9,3
20150601,67000,67000350,理想里,住宅,50,1,2,9,0,1,2,1,9,3
20150623,67000,67000350,理想里,住宅,50,1,3,13,0,1,2,1,6,3
20150714,67000,67000350,理想里,住宅,50,2,4,9,0,2,4,1,15,5
20150302,67000,67000320,莊敬里,住宅,50,0,3,8,0,0,0,0,0,0
20150326,67000,67000320,莊敬里,住宅,50,0,4,16,0,0,0,0,0,0
20150424,67000,67000320,莊敬里,住宅,50,1,10,11,3,0,6,2,14,4
20150515,67000,67000320,莊敬里,住宅,50,2,2,17,0,2,4,1,11,4
20150603,67000,67000320,莊敬里,住宅,50,5,5,21,1,9,20,4,38,8
20150611,67000,67000320,莊敬里,住宅,50,2,8,8,5,1,12,3,38,8
20150623,67000,67000320,莊敬里,住宅,50,1,7,12,1,0,2,1,5,2
20150720,67000,67000320,莊敬里,住宅,50,5,1,12,1,8,18,3,69,9
20150827,67000,67000320,莊敬里,住宅,50,0,2,17,0,0,0,0,0,0
20150827,67000,67000320,莊敬里,住宅,130,2,16,23,2,0,2,1,5,2
20150828,67000,67000320,莊敬里,住宅,50,5,15,33,3,7,20,4,21,6
20150901,67000,67000320,莊敬里,住宅,52,5,6,22,1,7,15,3,29,7
20150901,67000,67000320,莊敬里,住宅,94,1,14,37,2,1,3,1,6,3
20150915,67000,67000320,莊敬里,住宅,78,4,4,17,1,4,6,2,24,6
20150916,67000,67000320,莊敬里,住宅,16,1,3,1,1,0,6,2,25,6
20150916,67000,67000320,莊敬里,住宅,50,0,0,14,0,0,0,0,0,0
20150919,67000,67000320,莊敬里,住宅,196,3,59,34,2,4,3,1,6,3
20151005,67000,67000320,莊敬里,住宅,94,3,14,15,2,3,5,2,17,5
20151005,67000,67000320,莊敬里,住宅,65,1,7,9,0,1,2,1,6,3
20151005,67000,67000320,莊敬里,住宅,62,2,8,8,2,2,6,2,25,6
20151006,67000,67000320,莊敬里,住宅,115,1,12,16,0,1,1,1,4,2
20151019,67000,67000320,莊敬里,住宅,30,0,43,49,0,0,0,0,0,0
20151021,67000,67000320,莊敬里,住宅,20,0,3,0,0,0,0,0,0,0
20150211,67000,67000070,莊禮里,住宅,52,1,2,11,0,1,2,1,8,3
20150701,67000,67000070,莊禮里,住宅,50,0,0,6,0,0,0,0,0,0
20150804,67000,67000070,莊禮里,住宅,50,2,0,9,0,2,4,1,22,6
20150525,67000,67000120,蚶寮里,住宅,50,0,0,0,0,0,0,0,0,0
20150110,67000,67000280,許厝里,住宅,50,0,0,0,0,0,0,0,0,0
20150120,67000,67000280,許厝里,住宅,53,1,0,2,0,1,2,1,50,9
20150210,67000,67000280,許厝里,住宅,51,0,0,4,0,0,0,0,0,0
20150801,67000,67000280,許厝里,住宅,600,26,20,124,0,69,12,3,48,9
20150802,67000,67000280,許厝里,住宅,650,14,0,93,0,17,3,1,18,5
20150811,67000,67000280,許厝里,住宅,800,14,0,210,0,17,2,1,8,3
20150813,67000,67000280,許厝里,住宅,104,1,0,96,0,1,1,1,1,1
20150907,67000,67000280,許厝里,住宅,61,0,0,0,0,0,0,0,0,0
20150915,67000,67000280,許厝里,住宅,39,0,0,3,0,0,0,0,0,0
20150519,67000,67000120,通興里,住宅,50,0,0,3,0,0,0,0,0,0
20150520,67000,67000120,通興里,住宅,50,0,0,0,0,0,0,0,0,0
20150825,67000,67000150,頂山里,住宅,53,0,0,32,0,0,0,0,0,0
20150922,67000,67000150,頂山里,住宅,61,0,0,6,0,0,0,0,0,0
20150114,67000,67000050,頂安里,住宅,50,0,0,13,0,0,0,0,0,0
20150120,67000,67000050,頂安里,住宅,50,0,0,7,0,0,0,0,0,0
20150302,67000,67000350,頂安里,住宅,50,0,3,26,0,0,0,0,0,0
20150326,67000,67000350,頂安里,住宅,50,1,2,9,0,1,2,1,9,3
20150415,67000,67000350,頂安里,住宅,50,0,2,10,0,0,0,0,0,0
20150419,67000,67000050,頂安里,住宅,50,0,0,8,0,0,0,0,0,0
20150513,67000,67000350,頂安里,住宅,50,4,3,15,1,4,10,3,28,7
20150519,67000,67000350,頂安里,住宅,50,2,1,21,0,8,16,3,36,8
20150605,67000,67000350,頂安里,住宅,50,3,2,21,0,5,10,3,22,6
20150701,67000,67000350,頂安里,住宅,50,0,3,11,0,0,0,0,0,0
20150717,67000,67000050,頂安里,住宅,50,0,0,12,0,0,0,0,0,0
20150722,67000,67000050,頂安里,住宅,50,0,0,10,0,0,0,0,0,0
20150730,67000,67000350,頂安里,住宅,520,1,7,8,0,1,0,1,7,3
20150813,67000,67000050,頂安里,住宅,50,0,0,7,0,0,0,0,0,0
20150817,67000,67000350,頂安里,住宅,50,0,0,11,0,0,0,0,0,0
20150910,67000,67000050,頂安里,住宅,50,1,0,11,0,2,4,1,18,5
20150115,67000,67000050,頂長里,住宅,50,0,0,14,0,0,0,0,0,0
20150909,67000,67000050,頂長里,住宅,51,1,0,6,0,1,2,1,17,5
20150107,67000,67000120,頂部里,住宅,60,0,0,2,0,0,0,0,0,0
20150119,67000,67000120,頂部里,住宅,50,0,0,8,0,0,0,0,0,0
20150610,67000,67000120,頂部里,住宅,54,0,0,8,0,0,0,0,0,0
20150122,67000,67000240,鹿田里,住宅,50,0,0,0,0,0,0,0,0,0
20150310,67000,67000240,鹿田里,住宅,50,0,0,5,0,0,0,0,0,0
20150310,67000,67000240,鹿田里,住宅,50,0,0,3,0,0,0,0,0,0
20150408,67000,67000240,鹿田里,住宅,50,0,0,8,0,0,0,0,0,0
20150516,67000,67000240,鹿田里,機關,50,0,0,8,0,0,0,0,0,0
20150608,67000,67000240,鹿田里,住宅,50,0,0,7,0,0,0,0,0,0
20150804,67000,67000240,鹿田里,住宅,50,1,0,32,0,1,2,1,3,2
20150901,67000,67000240,鹿田里,住宅,50,4,0,30,0,4,8,2,13,4
20150902,67000,67000240,鹿田里,住宅,50,0,0,63,0,0,0,0,0,0
20150903,67000,67000240,鹿田里,住宅,80,6,0,61,0,7,9,2,11,4
20150905,67000,67000240,鹿田里,住宅,70,3,0,33,0,5,7,2,15,5
20150206,67000,67000070,麻口里,住宅,52,0,0,6,0,0,0,0,0,0
20150617,67000,67000070,麻口里,住宅,59,1,0,6,0,1,2,1,17,5
20150821,67000,67000070,麻口里,住宅,30,1,1,8,0,1,3,1,11,4
20150310,67000,67000340,勝安里,住宅,50,2,0,13,0,2,4,1,15,5
20150313,67000,67000340,勝安里,住宅,50,0,2,12,0,0,0,0,0,0
20150326,67000,67000340,勝安里,住宅,50,0,1,6,0,0,0,0,0,0
20150422,67000,67000340,勝安里,住宅,50,3,2,13,0,5,10,3,33,8
20150429,67000,67000340,勝安里,住宅,50,1,0,13,0,2,4,1,15,5
20150730,67000,67000340,勝安里,住宅,94,7,35,4,10,3,14,3,33,8
20150829,67000,67000340,勝安里,住宅,261,0,55,20,0,0,0,0,0,0
20150830,67000,67000340,勝安里,住宅,233,0,15,3,0,0,0,0,0,0
20151011,67000,67000340,勝安里,住宅,168,1,21,20,0,1,1,1,2,1
20150304,67000,67000310,勝利里,住宅,50,1,2,19,0,1,2,1,5,2
20150319,67000,67000310,勝利里,住宅,50,1,10,15,0,1,2,1,4,2
20150402,67000,67000310,勝利里,住宅,50,0,6,34,0,0,0,0,0,0
20150409,67000,67000310,勝利里,住宅,50,1,9,17,1,0,2,1,4,2
20150417,67000,67000310,勝利里,住宅,50,1,12,19,2,2,8,2,13,4
20150428,67000,67000310,勝利里,住宅,50,0,6,33,0,0,0,0,0,0
20150430,67000,67000310,勝利里,住宅,50,0,5,6,0,0,0,0,0,0
20150506,67000,67000310,勝利里,住宅,50,1,11,28,0,1,2,1,3,2
20150522,67000,67000310,勝利里,住宅,50,4,4,27,1,5,12,3,19,5
20150616,67000,67000310,勝利里,住宅,50,3,13,25,2,4,12,3,16,5
20150625,67000,67000310,勝利里,住宅,50,5,2,27,0,5,10,3,17,5
20150626,67000,67000310,勝利里,市場,200,12,50,47,4,9,7,2,13,4
20150807,67000,67000310,勝利里,住宅,50,0,1,2,0,0,0,0,0,0
20150811,67000,67000310,勝利里,住宅,50,0,7,2,0,0,0,0,0,0
20150815,67000,67000310,勝利里,住宅,50,2,15,34,0,2,4,1,4,2
20150815,67000,67000310,勝利里,住宅,50,1,5,2,1,0,2,1,14,4
20150815,67000,67000310,勝利里,住宅,50,0,0,0,0,0,0,0,0,0
20150824,67000,67000310,勝利里,住宅,75,0,38,41,0,0,0,0,0,0
20150828,67000,67000310,勝利里,住宅,107,5,17,60,2,3,5,2,6,3
20150828,67000,67000310,勝利里,住宅,145,2,37,55,1,1,1,1,2,1
20150918,67000,67000310,勝利里,住宅,50,0,9,6,0,0,0,0,0,0
20150921,67000,67000310,勝利里,住宅,100,1,8,29,0,1,1,1,3,2
20150924,67000,67000310,勝利里,住宅,50,2,3,4,0,2,4,1,29,7
20150924,67000,67000310,勝利里,住宅,50,0,0,5,0,0,0,0,0,0
20150924,67000,67000310,勝利里,住宅,100,2,30,16,0,3,3,1,7,3
20150924,67000,67000310,勝利里,住宅,94,0,7,20,0,0,0,0,0,0
20151005,67000,67000310,勝利里,住宅,73,0,16,12,0,0,0,0,0,0
20151007,67000,67000310,勝利里,住宅,442,6,60,80,2,4,1,1,4,2
20151007,67000,67000310,勝利里,住宅,476,5,75,21,1,4,1,1,5,2
20151008,67000,67000310,勝利里,住宅,300,1,70,24,1,0,0,1,1,1
20151009,67000,67000310,勝利里,住宅,278,1,100,49,1,0,0,1,1,1
20151009,67000,67000310,勝利里,住宅,310,5,111,125,1,4,2,1,2,1
20151010,67000,67000310,勝利里,住宅,6,0,0,0,0,0,0,0,0,0
20151012,67000,67000310,勝利里,住宅,169,1,17,10,0,1,1,1,4,2
20151022,67000,67000310,勝利里,住宅,67,1,3,17,0,1,1,1,5,2
20151028,67000,67000310,勝利里,住宅,60,1,1,1,0,2,3,1,100,9
20150513,67000,67000330,喜北里,住宅,50,3,7,32,2,2,8,2,10,4
20150513,67000,67000330,喜北里,住宅,50,3,6,21,0,4,8,2,15,5
20150806,67000,67000330,喜北里,住宅,50,2,8,9,0,2,4,1,12,4
20150812,67000,67000330,喜北里,住宅,48,0,6,4,0,0,0,0,0,0
20150817,67000,67000330,喜北里,住宅,50,1,11,18,1,1,4,1,7,3
20151006,67000,67000330,喜北里,住宅,57,2,18,19,0,2,4,1,5,2
20151012,67000,67000330,喜北里,住宅,327,2,108,93,1,1,1,1,1,1
20151012,67000,67000330,喜北里,住宅,91,0,38,12,0,0,0,0,0,0
20151019,67000,67000330,喜北里,住宅,134,2,35,19,1,1,1,1,4,2
20150407,67000,67000330,喜東里,住宅,50,1,10,20,0,1,2,1,3,2
20150407,67000,67000330,喜東里,住宅,50,1,1,24,1,0,2,1,4,2
20150504,67000,67000330,喜東里,住宅,50,4,8,16,0,4,8,2,17,5
20150908,67000,67000330,喜東里,住宅,11,0,1,2,0,0,0,0,0,0
20151018,67000,67000330,喜東里,住宅,46,0,19,37,0,0,0,0,0,0
20151021,67000,67000330,喜東里,住宅,73,0,33,13,0,0,0,0,0,0
20151029,67000,67000330,喜東里,住宅,38,3,13,5,2,1,8,2,17,5
20151030,67000,67000330,喜東里,住宅,77,2,36,11,1,1,3,1,4,2
20150910,67000,67000330,喜南里,住宅,14,2,2,16,0,9,64,6,50,9
20151012,67000,67000330,喜南里,住宅,44,5,17,14,2,3,11,3,16,5
20151021,67000,67000330,喜南里,住宅,54,0,2,34,0,0,0,0,0,0
20150213,67000,67000320,圍下里,住宅,50,0,0,4,0,0,0,0,0,0
20150226,67000,67000320,圍下里,住宅,50,2,1,11,0,2,4,1,17,5
20150313,67000,67000320,圍下里,住宅,50,2,1,13,0,2,4,1,14,4
20150410,67000,67000320,圍下里,住宅,50,1,1,6,0,1,2,1,14,4
20150520,67000,67000320,圍下里,住宅,50,1,3,7,0,1,2,1,10,4
20150624,67000,67000320,圍下里,住宅,50,2,3,12,0,2,4,1,13,4
20150819,67000,67000320,圍下里,住宅,13,0,12,6,0,0,0,0,0,0
20151005,67000,67000320,圍下里,住宅,110,3,32,20,3,0,3,1,6,3
20151005,67000,67000320,圍下里,住宅,139,0,23,10,0,0,0,0,0,0
20150309,67000,67000320,富強里,住宅,50,1,0,17,0,1,2,1,6,3
20150410,67000,67000320,富強里,住宅,50,2,1,13,1,1,4,1,14,4
20150520,67000,67000320,富強里,住宅,50,1,0,16,0,1,2,1,6,3
20150824,67000,67000320,富強里,住宅,50,2,0,26,0,5,10,3,19,5
20150824,67000,67000320,富強里,住宅,50,1,4,13,0,1,2,1,6,3
20150828,67000,67000320,富強里,住宅,50,2,3,19,1,1,4,1,9,3
20150901,67000,67000320,富強里,住宅,61,1,11,25,0,1,2,1,3,2
20150918,67000,67000320,富強里,住宅,52,1,14,10,0,2,4,1,8,3
20151002,67000,67000320,富強里,住宅,83,2,7,13,0,2,2,1,10,4
20151003,67000,67000320,富強里,住宅,494,5,68,103,1,4,1,1,3,2
20151003,67000,67000320,富強里,住宅,384,6,99,95,1,5,2,1,3,2
20151008,67000,67000320,富強里,住宅,294,0,50,43,0,0,0,0,0,0
20151024,67000,67000320,富強里,住宅,51,2,3,7,1,1,4,1,20,5
20151025,67000,67000320,富強里,住宅,99,1,7,6,0,1,1,1,8,3
20150304,67000,67000320,富裕里,住宅,50,3,1,13,1,4,10,3,36,8
20150312,67000,67000320,富裕里,住宅,50,0,1,15,0,0,0,0,0,0
20150316,67000,67000320,富裕里,住宅,50,1,11,9,0,3,6,2,15,5
20150325,67000,67000320,富裕里,住宅,50,0,4,12,0,0,0,0,0,0
20150413,67000,67000320,富裕里,住宅,50,1,3,11,0,2,4,1,14,4
20150506,67000,67000320,富裕里,住宅,50,2,2,17,0,2,4,1,11,4
20150527,67000,67000320,富裕里,住宅,50,3,4,30,0,5,10,3,15,5
20150608,67000,67000320,富裕里,住宅,50,1,0,9,0,1,2,1,11,4
20150626,67000,67000320,富裕里,住宅,50,1,0,11,0,1,2,1,9,3
20150914,67000,67000320,富裕里,住宅,131,3,19,17,2,7,7,2,25,6
20150914,67000,67000320,富裕里,住宅,199,2,58,57,0,4,2,1,3,2
20150918,67000,67000320,富裕里,住宅,54,0,5,7,0,0,0,0,0,0
20150919,67000,67000320,富裕里,住宅,140,0,43,22,0,0,0,0,0,0
20150924,67000,67000320,富裕里,住宅,50,2,9,12,0,2,4,1,10,4
20150925,67000,67000320,富裕里,住宅,50,2,9,12,0,2,4,1,10,4
20151002,67000,67000320,富裕里,住宅,72,1,12,10,0,1,1,1,5,2
20150115,67000,67000310,復國里,住宅,55,0,0,18,0,0,0,0,0,0
20150313,67000,67000310,復國里,住宅,50,1,4,20,0,1,2,1,4,2
20150325,67000,67000310,復國里,住宅,50,2,5,23,0,2,4,1,7,3
20150409,67000,67000310,復國里,住宅,50,1,16,19,0,2,4,1,6,3
20150505,67000,67000310,復國里,住宅,50,0,3,16,0,0,0,0,0,0
20150522,67000,67000310,復國里,住宅,50,2,13,28,0,2,4,1,5,2
20150604,67000,67000310,復國里,住宅,50,4,26,17,0,4,8,2,9,3
20150616,67000,67000310,復國里,住宅,50,3,3,22,0,4,8,2,16,5
20150624,67000,67000310,復國里,住宅,50,6,6,18,0,7,14,3,29,7
20150626,67000,67000310,復國里,住宅,50,4,3,17,0,4,8,2,20,5
20150630,67000,67000310,復國里,住宅,50,2,5,16,0,3,6,2,14,4
20150708,67000,67000310,復國里,住宅,50,2,0,10,0,2,4,1,20,5
20150708,67000,67000310,復國里,住宅,50,1,0,41,0,1,2,1,2,1
20150708,67000,67000310,復國里,住宅,50,2,8,39,0,2,4,1,4,2
20150710,67000,67000310,復國里,住宅,50,2,2,19,0,3,6,2,14,4
20150717,67000,67000310,復國里,住宅,50,1,4,19,0,1,2,1,4,2
20150719,67000,67000310,復國里,住宅,27,1,3,7,0,1,4,1,10,4
20150720,67000,67000310,復國里,住宅,50,3,6,38,1,3,8,2,9,3
