日期,縣市別代碼,行政區域代碼,里別,調查種類,調查戶數,陽性戶數,調查容器數戶內,調查容器數戶外,陽性容器數戶內,陽性容器數戶外,布氏指數,布氏級數,容器指數,容器級數
20150520,67000,67000270, 大甲里,住宅,50,0,0,2,0,0,0,0,0,0
20150203,67000,67000270,一甲里,住宅,50,0,0,6,0,0,0,0,0,0
20150314,67000,67000270,一甲里,住宅,51,0,0,14,0,0,0,0,0,0
20150416,67000,67000270,一甲里,住宅,54,0,4,6,0,0,0,0,0,0
20150512,67000,67000270,一甲里,住宅,50,0,0,9,0,0,0,0,0,0
20150610,67000,67000270,一甲里,住宅,50,0,0,9,0,0,0,0,0,0
20150824,67000,67000270,一甲里,住宅,52,0,11,6,0,0,0,0,0,0
20150910,67000,67000270,一甲里,住宅,30,0,1,3,0,0,0,0,0,0
20150910,67000,67000270,一甲里,住宅,25,0,5,5,1,0,4,1,10,4
20150110,67000,67000090,七甲里,住宅,50,0,0,5,0,0,0,0,0,0
20150120,67000,67000280,七甲里,其他,50,2,0,79,0,3,6,2,4,2
20150209,67000,67000280,七甲里,其他,54,1,0,21,0,2,4,1,10,4
20150304,67000,67000090,七甲里,住宅,50,1,0,8,0,1,2,1,13,4
20150520,67000,67000090,七甲里,住宅,50,1,0,4,0,1,2,1,25,6
20150601,67000,67000280,七甲里,住宅,68,1,0,19,0,1,1,1,5,2
20150711,67000,67000280,七甲里,住宅,50,0,0,1,0,0,0,0,0,0
20150721,67000,67000090,七甲里,住宅,50,1,0,14,0,1,2,1,7,3
20150801,67000,67000280,七甲里,住宅,610,4,0,33,0,6,1,1,18,5
20150802,67000,67000280,七甲里,住宅,600,2,0,26,0,2,0,1,8,3
20150806,67000,67000280,七甲里,住宅,87,5,0,47,0,6,7,2,13,4
20150813,67000,67000280,七甲里,住宅,119,1,0,62,0,2,2,1,3,2
20150912,67000,67000090,七甲里,住宅,117,0,0,10,0,0,0,0,0,0
20150212,67000,67000150,七股里,住宅,56,0,0,11,0,0,0,0,0,0
20150224,67000,67000150,七股里,住宅,50,0,0,5,0,0,0,0,0,0
20150501,67000,67000150,七股里,住宅,50,0,0,10,0,0,0,0,0,0
20150806,67000,67000150,七股里,住宅,50,0,0,14,0,0,0,0,0,0
20150901,67000,67000150,七股里,住宅,135,0,0,42,0,0,0,0,0,0
20150211,67000,67000310,二王里,住宅,50,0,2,35,0,0,0,0,0,0
20150303,67000,67000310,二王里,住宅,50,0,1,20,0,0,0,0,0,0
20150317,67000,67000310,二王里,住宅,50,2,7,27,0,3,6,2,9,3
20150325,67000,67000310,二王里,住宅,50,1,7,16,0,2,4,1,9,3
20150407,67000,67000310,二王里,住宅,50,3,2,36,0,3,6,2,8,3
20150414,67000,67000310,二王里,住宅,50,4,2,41,0,4,8,2,9,3
20150420,67000,67000310,二王里,住宅,50,2,6,33,0,2,4,1,5,2
20150427,67000,67000310,二王里,住宅,50,1,2,33,0,1,2,1,3,2
20150505,67000,67000310,二王里,住宅,50,3,6,28,1,6,14,3,21,6
20150508,67000,67000310,二王里,住宅,50,2,5,40,0,2,4,1,4,2
20150512,67000,67000310,二王里,住宅,50,5,10,40,0,5,10,3,10,4
20150521,67000,67000310,二王里,住宅,50,2,4,47,0,2,4,1,4,2
20150601,67000,67000310,二王里,住宅,50,3,5,27,0,3,6,2,9,3
20150615,67000,67000310,二王里,住宅,50,3,1,17,0,4,8,2,22,6
20150707,67000,67000310,二王里,住宅,50,3,3,62,0,9,18,3,14,4
20150709,67000,67000310,二王里,住宅,51,1,9,6,0,1,2,1,7,3
20150729,67000,67000310,二王里,住宅,50,4,12,26,2,2,8,2,11,4
20150730,67000,67000310,二王里,住宅,50,2,18,4,1,1,4,1,9,3
20150811,67000,67000310,二王里,住宅,50,2,14,20,0,2,4,1,6,3
20150814,67000,67000310,二王里,住宅,66,1,25,33,0,1,2,1,2,1
20150814,67000,67000310,二王里,住宅,50,1,18,5,0,1,2,1,4,2
20150815,67000,67000310,二王里,住宅,50,0,2,32,0,0,0,0,0,0
20150817,67000,67000310,二王里,住宅,50,0,4,0,0,0,0,0,0,0
20150822,67000,67000310,二王里,住宅,100,0,56,3,0,0,0,0,0,0
20150826,67000,67000310,二王里,住宅,80,3,9,35,0,3,4,1,7,3
20150905,67000,67000310,二王里,住宅,50,2,17,27,2,0,4,1,5,2
20150910,67000,67000310,二王里,住宅,50,2,11,9,3,0,6,2,15,5
20150910,67000,67000310,二王里,住宅,56,0,10,14,0,0,0,0,0,0
20150914,67000,67000310,二王里,住宅,51,1,16,7,1,0,2,1,4,2
20150914,67000,67000310,二王里,住宅,54,0,9,7,0,0,0,0,0,0
20150915,67000,67000310,二王里,住宅,130,0,91,41,0,0,0,0,0,0
20150917,67000,67000310,二王里,住宅,36,2,13,10,0,2,6,2,9,3
20150919,67000,67000310,二王里,住宅,121,3,26,3,3,0,2,1,10,4
20150919,67000,67000310,二王里,住宅,135,3,48,12,0,3,2,1,5,2
20150930,67000,67000310,二王里,住宅,50,0,3,8,0,0,0,0,0,0
20151018,67000,67000310,二王里,住宅,18,0,3,4,0,0,0,0,0,0
20151024,67000,67000310,二王里,住宅,193,0,0,14,0,0,0,0,0,0
20151026,67000,67000310,二王里,住宅,81,6,46,27,0,6,7,2,8,3
20150421,67000,67000090,二甲里,住宅,50,0,0,8,0,0,0,0,0,0
20150513,67000,67000090,二甲里,住宅,50,0,0,9,0,0,0,0,0,0
20150616,67000,67000090,二甲里,住宅,50,0,0,4,0,0,0,0,0,0
20150821,67000,67000270,二行里,住宅,50,1,1,25,0,1,2,1,4,2
20150824,67000,67000270,二行里,住宅,53,0,4,13,0,0,0,0,0,0
20150909,67000,67000270,二行里,住宅,6,0,2,0,0,0,0,0,0,0
20150909,67000,67000270,二行里,住宅,5,0,0,1,0,0,0,0,0,0
20150918,67000,67000270,二行里,住宅,11,0,0,2,0,0,0,0,0,0
20151004,67000,67000270,二行里,住宅,31,0,0,2,0,0,0,0,0,0
20151008,67000,67000270,二行里,住宅,40,0,0,2,0,0,0,0,0,0
20150210,67000,67000110,二溪里,住宅,50,0,0,2,0,0,0,0,0,0
20150318,67000,67000110,二溪里,住宅,50,0,0,9,0,0,0,0,0,0
20150505,67000,67000110,二溪里,住宅,50,0,4,2,0,0,0,0,0,0
20150708,67000,67000110,二溪里,住宅,50,1,0,5,0,1,2,1,20,5
20150806,67000,67000110,二溪里,住宅,50,1,0,11,5,2,14,3,64,9
20151009,67000,67000110,二溪里,住宅,50,0,0,4,0,0,0,0,0,0
20150115,67000,67000260,二寮里,住宅,50,1,0,10,0,1,2,1,10,4
20150210,67000,67000260,二寮里,住宅,50,0,0,3,0,0,0,0,0,0
20150422,67000,67000260,二寮里,住宅,50,0,0,9,0,0,0,0,0,0
20150617,67000,67000260,二寮里,住宅,50,1,0,6,0,1,2,1,17,5
20150723,67000,67000260,二寮里,住宅,50,1,0,8,0,1,2,1,13,4
20150910,67000,67000260,二寮里,住宅,50,0,0,3,0,0,0,0,0,0
20150928,67000,67000260,二寮里,住宅,50,1,0,16,0,1,2,1,6,3
20150204,67000,67000100,二鎮里,住宅,53,1,3,25,0,1,2,1,4,2
20150417,67000,67000100,二鎮里,住宅,55,1,7,17,1,1,4,1,8,3
20150617,67000,67000100,二鎮里,住宅,53,1,6,20,0,1,2,1,4,2
20150728,67000,67000100,二鎮里,住宅,100,3,1,13,0,3,3,1,21,6
20150902,67000,67000100,二鎮里,住宅,50,0,0,2,0,0,0,0,0,0
20150924,67000,67000100,二鎮里,住宅,50,0,0,7,0,0,0,0,0,0
20150407,67000,67000040,人和里,住宅,50,0,0,7,0,0,0,0,0,0
20150616,67000,67000040,人和里,住宅,50,0,0,7,0,0,0,0,0,0
20150702,67000,67000040,人和里,住宅,50,0,0,17,0,0,0,0,0,0
20150819,67000,67000040,人和里,住宅,75,0,0,30,0,0,0,0,0,0
20150904,67000,67000040,人和里,住宅,50,1,0,17,0,1,2,1,6,3
20150905,67000,67000040,人和里,住宅,107,1,0,66,0,16,15,3,24,6
20150215,67000,67000280,八甲里,住宅,50,0,0,2,0,0,0,0,0,0
20150722,67000,67000280,八甲里,住宅,50,0,0,7,0,0,0,0,0,0
20150801,67000,67000280,八甲里,住宅,500,0,13,16,0,0,0,0,0,0
20150802,67000,67000280,八甲里,住宅,500,1,0,26,0,1,0,1,4,2
20150812,67000,67000280,八甲里,住宅,50,1,0,19,0,1,2,1,5,2
20150813,67000,67000280,八甲里,住宅,72,0,0,144,0,0,0,0,0,0
20150815,67000,67000280,八甲里,住宅,850,1,0,240,0,11,1,1,5,2
20150910,67000,67000280,八甲里,住宅,35,1,6,3,0,1,3,1,11,4
20150927,67000,67000280,八甲里,住宅,50,0,0,7,0,0,0,0,0,0
20150927,67000,67000280,八甲里,住宅,50,0,0,6,0,0,0,0,0,0
20150206,67000,67000040,八翁里,住宅,50,0,0,3,0,0,0,0,0,0
20150313,67000,67000040,八翁里,住宅,50,0,0,6,0,0,0,0,0,0
20150505,67000,67000040,八翁里,住宅,50,0,0,5,0,0,0,0,0,0
20150813,67000,67000040,八翁里,住宅,100,0,0,22,0,2,2,1,9,3
20150821,67000,67000040,八翁里,住宅,55,0,0,3,0,0,0,0,0,0
20150905,67000,67000040,八翁里,住宅,80,1,0,54,0,2,3,1,4,2
20150912,67000,67000040,八翁里,住宅,52,0,0,8,0,0,0,0,0,0
20151203,67000,67000040,八翁里,住宅,50,0,0,7,0,0,0,0,0,0
20150305,67000,67000340,力行里,住宅,50,0,3,7,0,0,0,0,0,0
20150319,67000,67000340,力行里,住宅,50,0,3,4,0,0,0,0,0,0
20150410,67000,67000340,力行里,住宅,50,0,4,7,0,0,0,0,0,0
20150505,67000,67000340,力行里,住宅,50,1,1,5,0,1,2,1,17,5
20150505,67000,67000340,力行里,住宅,50,1,1,16,0,1,2,1,6,3
20151008,67000,67000340,力行里,住宅,204,2,52,34,3,0,1,1,3,2
20151009,67000,67000340,力行里,住宅,216,0,31,32,0,0,0,0,0,0
20151021,67000,67000340,力行里,住宅,387,0,23,29,0,0,0,0,0,0
20151030,67000,67000340,力行里,住宅,50,1,1,5,0,1,2,1,17,5
20150417,67000,67000150,十份里,住宅,50,0,0,5,0,0,0,0,0,0
20150717,67000,67000150,十份里,住宅,50,0,0,11,0,0,0,0,0,0
20150817,67000,67000150,十份里,住宅,53,1,0,21,0,1,2,1,5,2
20150909,67000,67000150,十份里,學校,50,0,0,2,0,0,0,0,0,0
20150909,67000,67000150,十份里,住宅,25,1,0,16,0,1,4,1,6,3
20150915,67000,67000150,十份里,住宅,50,1,0,9,0,2,4,1,22,6
20150918,67000,67000150,十份里,住宅,50,1,0,13,0,1,2,1,8,3
20151006,67000,67000150,十份里,住宅,50,0,0,0,0,0,0,0,0,0
20150505,67000,67000010,三仙里,住宅,50,0,6,4,0,0,0,0,0,0
20150613,67000,67000010,三仙里,住宅,50,0,0,14,0,0,0,0,0,0
20150810,67000,67000010,三仙里,住宅,51,1,9,25,0,2,4,1,6,3
20150905,67000,67000010,三仙里,住宅,50,0,0,16,0,0,0,0,0,0
20150905,67000,67000010,三仙里,住宅,50,1,17,16,0,2,4,1,6,3
20150906,67000,67000010,三仙里,住宅,50,0,4,1,0,0,0,0,0,0
20150909,67000,67000010,三仙里,住宅,50,0,2,18,0,0,0,0,0,0
20150911,67000,67000010,三仙里,住宅,56,1,17,41,0,1,2,1,2,1
20150310,67000,67000370,三民里,住宅,50,1,3,11,0,1,2,1,7,3
20150311,67000,67000310,三民里,住宅,50,4,6,37,0,4,8,2,9,3
20150320,67000,67000370,三民里,住宅,50,1,7,11,0,1,2,1,6,3
20150327,67000,67000370,三民里,住宅,50,2,5,9,1,1,4,1,14,4
20150413,67000,67000310,三民里,住宅,50,1,0,49,0,1,2,1,2,1
20150422,67000,67000310,三民里,住宅,50,0,0,34,0,0,0,0,0,0
20150501,67000,67000370,三民里,住宅,50,1,9,16,0,1,2,1,4,2
20150511,67000,67000310,三民里,住宅,50,1,8,21,0,2,4,1,7,3
20150528,67000,67000370,三民里,住宅,75,0,4,18,0,0,0,0,0,0
20150611,67000,67000370,三民里,住宅,50,3,2,20,0,8,16,3,36,8
20150626,67000,67000370,三民里,住宅,50,1,2,15,0,2,4,1,12,4
20150629,67000,67000310,三民里,住宅,50,3,0,40,0,4,8,2,10,4
20150807,67000,67000370,三民里,住宅,50,2,9,13,0,2,4,1,9,3
20150810,67000,67000370,三民里,住宅,50,2,14,19,1,1,4,1,6,3
20150810,67000,67000370,三民里,住宅,50,1,0,30,0,1,2,1,3,2
20150810,67000,67000370,三民里,住宅,50,2,0,10,0,2,4,1,20,5
20150810,67000,67000370,三民里,住宅,57,0,10,19,0,0,0,0,0,0
20150810,67000,67000370,三民里,住宅,50,1,6,1,1,0,2,1,14,4
20151001,67000,67000370,三民里,住宅,388,0,81,68,0,0,0,0,0,0
20150116,67000,67000020,三生里,住宅,50,0,0,4,0,0,0,0,0,0
20150709,67000,67000020,三生里,住宅,50,0,0,0,0,0,0,0,0,0
20150812,67000,67000020,三生里,住宅,50,0,0,0,0,0,0,0,0,0
20150401,67000,67000270,三甲里,住宅,50,0,8,13,0,0,0,0,0,0
20150611,67000,67000270,三甲里,住宅,50,0,3,2,0,0,0,0,0,0
20150801,67000,67000270,三甲里,住宅,70,4,0,26,0,6,9,2,23,6
20150915,67000,67000270,三甲里,住宅,15,0,0,2,0,0,0,0,0,0
20150926,67000,67000270,三甲里,住宅,23,0,0,2,0,0,0,0,0,0
20151002,67000,67000270,三甲里,住宅,12,0,0,8,0,0,0,0,0,0
20150310,67000,67000170,三光里,住宅,50,0,0,2,0,0,0,0,0,0
20150602,67000,67000170,三光里,住宅,50,0,0,2,0,0,0,0,0,0
20150806,67000,67000170,三光里,住宅,300,0,0,15,0,0,0,0,0,0
20150814,67000,67000170,三光里,住宅,50,1,0,27,0,1,2,1,4,2
20150909,67000,67000170,三光里,住宅,50,0,0,4,0,0,0,0,0,0
20150924,67000,67000170,三光里,住宅,50,1,0,36,0,4,8,2,11,4
20150925,67000,67000170,三光里,住宅,50,1,0,16,0,2,4,1,13,4
20150112,67000,67000310,三合里,住宅,50,0,0,6,0,0,0,0,0,0
20150303,67000,67000370,三合里,住宅,50,0,3,16,0,0,0,0,0,0
20150304,67000,67000310,三合里,住宅,50,2,10,25,0,3,6,2,9,3
20150319,67000,67000310,三合里,住宅,50,2,1,14,0,2,4,1,13,4
20150320,67000,67000370,三合里,住宅,50,2,3,12,0,2,4,1,13,4
20150326,67000,67000370,三合里,住宅,50,0,3,9,0,0,0,0,0,0
20150331,67000,67000370,三合里,住宅,50,2,0,21,0,5,10,3,24,6
20150401,67000,67000370,三合里,住宅,50,1,7,11,0,1,2,1,6,3
20150407,67000,67000310,三合里,住宅,50,0,6,16,0,0,0,0,0,0
20150413,67000,67000370,三合里,住宅,75,1,4,13,0,1,1,1,6,3
20150414,67000,67000310,三合里,住宅,50,2,23,24,0,2,4,1,4,2
20150427,67000,67000310,三合里,住宅,50,3,6,22,0,4,8,2,14,4
20150504,67000,67000370,三合里,住宅,50,1,5,11,0,1,2,1,6,3
20150508,67000,67000310,三合里,住宅,50,2,1,15,0,2,4,1,13,4
20150521,67000,67000310,三合里,住宅,50,1,9,54,0,4,8,2,6,3
20150601,67000,67000310,三合里,住宅,50,4,5,35,0,4,8,2,10,4
20150611,67000,67000310,三合里,住宅,52,0,0,5,0,2,4,1,40,8
20150612,67000,67000370,三合里,住宅,50,2,12,19,3,7,20,4,32,8
20150615,67000,67000310,三合里,住宅,50,3,7,23,0,4,8,2,13,4
20150625,67000,67000370,三合里,住宅,50,2,4,17,0,2,4,1,10,4
20150707,67000,67000310,三合里,住宅,50,1,0,19,0,1,2,1,5,2
20150811,67000,67000370,三合里,住宅,23,3,22,14,4,5,39,5,25,6
20150811,67000,67000310,三合里,住宅,50,4,32,22,2,2,8,2,7,3
20150813,67000,67000310,三合里,住宅,52,4,22,24,3,1,8,2,9,3
20150816,67000,67000370,三合里,住宅,45,0,8,2,0,0,0,0,0,0
20150818,67000,67000370,三合里,住宅,131,6,19,22,6,3,7,2,22,6
20150824,67000,67000370,三合里,住宅,12,1,1,6,0,1,8,2,14,4
20150825,67000,67000370,三合里,住宅,130,1,12,15,0,1,1,1,4,2
20150902,67000,67000370,三合里,住宅,111,4,48,24,5,0,5,2,7,3
20150902,67000,67000370,三合里,住宅,141,7,31,35,5,3,6,2,12,4
20151001,67000,67000310,三合里,住宅,50,0,3,14,0,0,0,0,0,0
20151006,67000,67000370,三合里,住宅,200,1,4,23,0,1,1,1,4,2
20151014,67000,67000370,三合里,住宅,104,1,11,1,0,1,1,1,8,3
20151014,67000,67000370,三合里,住宅,161,0,15,9,0,0,0,0,0,0
20151018,67000,67000310,三合里,住宅,18,0,3,4,0,0,0,0,0,0
20151019,67000,67000310,三合里,住宅,106,0,0,9,0,0,0,0,0,0
20151020,67000,67000370,三合里,住宅,105,1,12,2,1,0,1,1,7,3
20151020,67000,67000310,三合里,住宅,154,1,25,3,0,1,1,1,4,2
20151020,67000,67000310,三合里,住宅,87,0,15,15,0,0,0,0,0,0
20151028,67000,67000310,三合里,住宅,208,1,89,22,1,0,0,1,1,1
20151030,67000,67000310,三合里,住宅,54,1,3,6,1,0,2,1,11,4
20150302,67000,67000160,三吉里,住宅,50,0,0,11,0,0,0,0,0,0
20150603,67000,67000160,三吉里,住宅,50,1,0,34,0,1,2,1,3,2
20150731,67000,67000160,三吉里,住宅,54,0,0,18,0,0,0,0,0,0
20150506,67000,67000120,三協里,住宅,66,0,0,8,0,0,0,0,0,0
20150519,67000,67000120,三協里,住宅,50,0,0,0,0,0,0,0,0,0
20150210,67000,67000230,三和里,住宅,50,0,0,6,0,0,0,0,0,0
20150507,67000,67000230,三和里,住宅,50,0,0,10,0,0,0,0,0,0
20150521,67000,67000230,三和里,住宅,50,0,0,4,0,0,0,0,0,0
20150715,67000,67000150,三股里,住宅,50,0,0,10,0,0,0,0,0,0
20150819,67000,67000150,三股里,住宅,122,0,0,47,0,0,0,0,0,0
20150411,67000,67000200,三舍里,住宅,50,0,0,16,0,0,0,0,0,0
20150617,67000,67000200,三舍里,住宅,50,0,0,1,0,0,0,0,0,0
20150622,67000,67000200,三舍里,住宅,50,0,0,0,0,0,0,0,0,0
20150817,67000,67000200,三舍里,機關,50,0,3,2,0,0,0,0,0,0
20150910,67000,67000200,三舍里,住宅,50,0,0,0,0,0,0,0,0,0
20150504,67000,67000230,三埔里,住宅,50,0,0,7,0,0,0,0,0,0
20150210,67000,67000060,三榮里,住宅,50,0,0,10,0,0,0,0,0,0
20150508,67000,67000060,三榮里,住宅,50,0,0,19,0,0,0,0,0,0
20150720,67000,67000060,三榮里,住宅,50,0,0,19,0,0,0,0,0,0
20150806,67000,67000060,三榮里,住宅,100,0,0,34,0,0,0,0,0,0
20150226,67000,67000340,三德里,住宅,50,0,0,15,0,0,0,0,0,0
20150305,67000,67000340,三德里,住宅,50,0,1,16,0,0,0,0,0,0
20150330,67000,67000340,三德里,住宅,50,0,1,11,0,0,0,0,0,0
20150423,67000,67000340,三德里,住宅,50,1,6,17,0,1,2,1,4,2
20150723,67000,67000340,三德里,住宅,50,0,0,6,0,0,0,0,0,0
20150827,67000,67000340,三德里,住宅,131,2,15,17,2,2,3,1,13,4
20150908,67000,67000340,三德里,住宅,178,2,60,18,1,1,1,1,3,2
20150922,67000,67000340,三德里,住宅,52,0,7,16,0,0,0,0,0,0
20150922,67000,67000340,三德里,住宅,99,0,12,6,0,0,0,0,0,0
20150107,67000,67000130,三慶里,住宅,50,1,0,19,0,2,4,1,11,4
20150115,67000,67000130,三慶里,住宅,50,1,0,53,0,1,2,1,2,1
20150410,67000,67000130,三慶里,住宅,52,2,1,32,0,2,4,1,6,3
20150417,67000,67000130,三慶里,住宅,56,1,0,23,0,1,2,1,4,2
20150716,67000,67000130,三慶里,住宅,51,2,0,60,0,2,4,1,3,2
20151001,67000,67000130,三慶里,住宅,30,0,1,49,0,0,0,0,0,0
20151012,67000,67000130,三慶里,住宅,45,1,3,40,0,1,2,1,2,1
20150305,67000,67000270,上崙里,住宅,50,0,2,7,0,0,0,0,0,0
20150824,67000,67000270,上崙里,住宅,56,1,42,8,0,1,2,1,2,1
20150916,67000,67000270,上崙里,住宅,57,0,0,2,0,0,0,0,0,0
20150928,67000,67000270,上崙里,住宅,25,0,2,6,0,0,0,0,0,0
20151002,67000,67000270,上崙里,住宅,28,0,1,2,0,0,0,0,0,0
20151004,67000,67000270,上崙里,住宅,10,0,1,0,0,0,0,0,0,0
20151007,67000,67000270,上崙里,住宅,52,0,0,8,0,0,0,0,0,0
20151017,67000,67000270,上崙里,住宅,46,0,2,3,0,0,0,0,0,0
20151017,67000,67000270,上崙里,住宅,30,0,0,5,0,0,0,0,0,0
20150318,67000,67000020,下中里,住宅,50,0,0,11,0,0,0,0,0,0
20150916,67000,67000020,下中里,住宅,50,0,1,4,0,0,0,0,0,0
20150505,67000,67000020,下林里,住宅,50,0,0,1,0,0,0,0,0,0
20150829,67000,67000290,下湖里,其他,1,1,38,22,0,12,1200,9,20,5
20150116,67000,67000080,下營里,住宅,50,0,0,0,0,0,0,0,0,0
20150316,67000,67000080,下營里,住宅,50,0,0,1,0,0,0,0,0,0
20150504,67000,67000080,下營里,住宅,50,0,0,4,0,0,0,0,0,0
20150622,67000,67000080,下營里,住宅,50,0,0,2,0,0,0,0,0,0
20150724,67000,67000080,下營里,住宅,50,0,0,32,0,0,0,0,0,0
20150811,67000,67000080,下營里,住宅,61,0,0,6,0,0,0,0,0,0
20150212,67000,67000270,土庫里,住宅,50,1,0,7,0,1,2,1,14,4
20150310,67000,67000270,土庫里,住宅,59,1,0,11,0,1,2,1,9,3
20150402,67000,67000010,土庫里,住宅,50,0,4,17,0,0,0,0,0,0
20150701,67000,67000010,土庫里,住宅,50,1,0,3,0,1,2,1,33,8
20150728,67000,67000270,土庫里,住宅,100,1,0,33,0,1,1,1,3,2
20150829,67000,67000270,土庫里,住宅,20,1,1,6,0,1,5,2,14,4
20150924,67000,67000270,土庫里,住宅,13,0,2,0,0,0,0,0,0,0
20150113,67000,67000300,土崎里,住宅,50,0,0,1,0,0,0,0,0,0
20150202,67000,67000300,土崎里,住宅,50,0,0,1,0,0,0,0,0,0
20150314,67000,67000300,土崎里,住宅,50,0,0,1,0,0,0,0,0,0
20150414,67000,67000300,土崎里,住宅,50,0,0,1,0,0,0,0,0,0
20150512,67000,67000300,土崎里,住宅,50,0,0,5,0,0,0,0,0,0
20150618,67000,67000300,土崎里,住宅,50,0,0,1,0,0,0,0,0,0
20150706,67000,67000300,土崎里,住宅,50,0,0,8,0,0,0,0,0,0
20150803,67000,67000300,土崎里,住宅,50,2,0,31,0,2,4,1,6,3
20150807,67000,67000300,土崎里,住宅,50,3,0,51,0,3,6,2,6,3
20150921,67000,67000300,土崎里,住宅,50,2,0,25,0,3,6,2,12,4
20150914,67000,67000050,土溝里,住宅,50,1,0,12,0,2,4,1,17,5
20150914,67000,67000050,土溝里,住宅,8,1,0,7,0,2,25,4,29,7
20150917,67000,67000050,土溝里,住宅,50,1,0,6,0,2,4,1,33,8
20150422,67000,67000040,士林里,住宅,50,0,0,8,0,0,0,0,0,0
20150604,67000,67000040,士林里,住宅,50,0,0,5,0,0,0,0,0,0
20150813,67000,67000040,士林里,住宅,100,0,0,31,0,1,1,1,3,2
20150821,67000,67000040,士林里,住宅,71,0,0,55,0,15,21,4,27,6
20150905,67000,67000040,士林里,住宅,62,0,0,6,0,0,0,0,0,0
20150915,67000,67000040,士林里,住宅,59,0,0,5,0,0,0,0,0,0
20151224,67000,67000040,士林里,住宅,50,0,0,5,0,0,0,0,0,0
20150318,67000,67000340,大山里,住宅,50,1,1,8,0,1,2,1,11,4
20150409,67000,67000340,大山里,住宅,50,0,0,10,0,0,0,0,0,0
20150506,67000,67000070,大山里,住宅,51,0,0,5,0,0,0,0,0,0
20150514,67000,67000340,大山里,住宅,50,1,0,11,0,1,2,1,9,3
20150531,67000,67000340,大山里,住宅,50,3,5,1,5,1,12,3,100,9
20150726,67000,67000340,大山里,住宅,50,1,20,31,0,1,2,1,2,1
20150731,67000,67000340,大山里,住宅,85,4,27,12,3,1,5,2,10,4
20150801,67000,67000340,大山里,住宅,50,2,1,10,0,5,10,3,45,9
20150907,67000,67000340,大山里,住宅,115,1,32,12,0,2,2,1,5,2
20150907,67000,67000340,大山里,住宅,10,1,2,2,0,2,20,4,50,9
20151006,67000,67000070,大山里,住宅,31,5,1,16,1,12,42,5,76,9
20150203,67000,67000340,大仁里,住宅,50,0,4,8,0,0,0,0,0,0
20150318,67000,67000340,大仁里,住宅,50,1,2,8,0,1,2,1,10,4
20150409,67000,67000340,大仁里,住宅,50,0,2,4,0,0,0,0,0,0
20150504,67000,67000340,大仁里,住宅,50,0,1,11,0,0,0,0,0,0
20150925,67000,67000340,大仁里,住宅,522,1,28,60,0,1,0,1,1,1
20151005,67000,67000340,大仁里,住宅,242,1,14,15,0,1,0,1,3,2
20150119,67000,67000110,大內里,住宅,50,0,0,4,0,0,0,0,0,0
20150209,67000,67000110,大內里,住宅,50,0,1,2,0,0,0,0,0,0
20150316,67000,67000110,大內里,住宅,50,0,0,3,0,0,0,0,0,0
20150415,67000,67000110,大內里,住宅,50,0,0,5,0,0,0,0,0,0
20150610,67000,67000110,大內里,住宅,50,0,0,3,0,0,0,0,0,0
20150710,67000,67000110,大內里,住宅,50,0,0,7,0,0,0,0,0,0
20150911,67000,67000110,大內里,住宅,50,0,0,6,0,0,0,0,0,0
20150113,67000,67000080,大屯里,住宅,50,0,0,3,0,0,0,0,0,0
20150309,67000,67000080,大屯里,住宅,50,0,0,3,0,0,0,0,0,0
20150505,67000,67000080,大屯里,住宅,50,0,0,6,0,0,0,0,0,0
20150707,67000,67000080,大屯里,住宅,50,0,0,8,0,0,0,0,0,0
20150831,67000,67000080,大屯里,住宅,45,0,0,19,0,2,4,1,11,4
20150109,67000,67000090,大丘里,住宅,50,0,0,21,0,0,0,0,0,0
20150521,67000,67000090,大丘里,住宅,50,0,0,5,0,0,0,0,0,0
20150807,67000,67000090,大丘里,住宅,50,2,0,56,0,2,4,1,4,2
20150824,67000,67000270,大甲里,空地,10,0,2,2,0,0,0,0,0,0
20150904,67000,67000270,大甲里,住宅,25,0,0,5,0,0,0,0,0,0
20150927,67000,67000270,大甲里,住宅,9,0,0,0,0,0,0,0,0,0
20151005,67000,67000270,大甲里,住宅,15,0,0,0,0,0,0,0,0,0
20151009,67000,67000270,大甲里,住宅,31,0,0,19,0,0,0,0,0,0
20150113,67000,67000320,大同里,住宅,50,1,5,11,0,2,4,1,13,4
20150127,67000,67000320,大同里,住宅,51,0,4,10,0,0,0,0,0,0
20150226,67000,67000320,大同里,住宅,50,1,1,12,0,1,2,1,8,3
20150320,67000,67000320,大同里,住宅,50,0,6,15,0,0,0,0,0,0
20150401,67000,67000320,大同里,住宅,50,0,1,9,0,0,0,0,0,0
20150521,67000,67000320,大同里,住宅,50,3,2,17,0,3,6,2,16,5
20150522,67000,67000210,大同里,住宅,50,0,0,5,0,0,0,0,0,0
20150608,67000,67000320,大同里,住宅,50,5,2,13,0,8,16,3,53,9
20150706,67000,67000320,大同里,住宅,75,4,2,20,0,4,5,2,18,5
20150802,67000,67000210,大同里,住宅,97,2,0,157,0,2,2,1,1,1
20150805,67000,67000320,大同里,住宅,50,2,2,11,0,3,6,2,23,6
20150918,67000,67000320,大同里,住宅,50,2,2,6,0,5,10,3,63,9
20150927,67000,67000210,大同里,住宅,13,0,0,1,0,0,0,0,0,0
20151006,67000,67000320,大同里,住宅,70,3,9,10,1,3,6,2,21,6
