日期,縣市別代碼,行政區域代碼,里別,調查種類,調查戶數,陽性戶數,調查容器戶內,調查容器戶外,調查容器合計,陽性容器戶內,陽性容器戶外,陽性容器合計,布氏指數,布氏級數,容器指數,容器級數,經度,緯度
20171226,67000,67000370,三民里,住宅,50,0,8,7,15,0,0,0,0,0,0,0,22.994872,120.2058311
20171229,67000,67000370,三民里,住宅,50,0,12,17,29,0,0,0,0,0,0,0,22.994872,120.2058311
20170116,67000,67000020,三生里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,120.2680391,23.3218171
20170512,67000,67000270,三甲里,住宅,50,0,0,17,17,0,0,0,0,0,0,0,120.2368486,22.9326731
20170623,67000,67000270,三甲里,住宅,50,8,0,21,21,0,12,12,24,4,57,9,120.2368486,22.9326731
20170711,67000,67000270,三甲里,住宅,50,6,1,12,13,0,8,8,16,3,62,9,22.9326731,120.2368486
20170815,67000,67000270,三甲里,住宅,51,2,0,12,12,0,4,4,8,2,33,8,22.9326731,120.2368486
20170828,67000,67000270,三甲里,住宅,50,3,0,20,20,0,3,3,6,2,15,5,22.932,120.236
20170905,67000,67000270,三甲里,住宅,50,4,0,12,12,0,5,5,10,3,42,9,22.9326731,120.2368486
20170912,67000,67000270,三甲里,住宅,50,1,3,16,19,0,1,1,2,1,5,2,22.9326731,120.2368486
20170919,67000,67000270,三甲里,住宅,50,1,0,5,5,0,1,1,2,1,20,5,22.9326731,120.2368486
20170926,67000,67000270,三甲里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,22.9326731,120.2368486
20171003,67000,67000270,三甲里,住宅,50,2,0,8,8,0,2,2,4,1,25,6,22.9326731,120.2368486
20171017,67000,67000270,三甲里,住宅,50,0,0,13,13,0,0,0,0,0,0,0,22.9326731,120.2368486
20171024,67000,67000270,三甲里,住宅,50,1,0,5,5,0,1,1,2,1,20,5,22.9326731,120.2368486
20171107,67000,67000270,三甲里,住宅,50,0,1,9,10,0,0,0,0,0,0,0,22.9326731,120.2368486
20171114,67000,67000270,三甲里,住宅,50,1,0,12,12,0,2,2,4,1,17,5,22.9326731,120.2368486
20171120,67000,67000270,三甲里,住宅,50,0,0,14,14,0,0,0,0,0,0,0,22.9326731,120.2368486
20171128,67000,67000270,三甲里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,22.9326731,120.2368486
20171205,67000,67000270,三甲里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,22.9326731,120.2368486
20171212,67000,67000270,三甲里,住宅,51,0,0,5,5,0,0,0,0,0,0,0,22.9326731,120.2368486
20170310,67000,67000170,三光里,住宅,50,0,0,4,4,0,0,0,0,0,0,0,120.1098472,23.2332276
20170921,67000,67000170,三光里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.2332276,120.1098472
20171218,67000,67000170,三光里,住宅,50,1,0,28,28,0,2,2,4,1,7,3,23.2332276,120.1098472
20170117,67000,67000310,三合里,住宅,50,0,1,6,7,0,0,0,0,0,0,0,120.2390123,23.010739
20170224,67000,67000370,三合里,住宅,50,2,0,6,6,0,2,2,4,1,33,8,120.1960915,22.9999315
20170301,67000,67000370,三合里,住宅,50,0,3,6,9,0,0,0,0,0,0,0,120.1960915,22.9999315
20170310,67000,67000370,三合里,住宅,50,1,3,13,16,0,1,1,2,1,6,3,120.1960915,22.9999315
20170314,67000,67000310,三合里,住宅,51,0,5,10,15,0,0,0,0,0,0,0,120.2390123,23.010739
20170323,67000,67000310,三合里,住宅,88,1,10,10,20,1,0,1,1,1,5,2,120.2390123,23.010739
20170331,67000,67000310,三合里,住宅,50,1,6,11,17,0,1,1,2,1,6,3,120.2390123,23.010739
20170414,67000,67000370,三合里,住宅,50,0,7,13,20,0,0,0,0,0,0,0,120.1960915,22.9999315
20170428,67000,67000370,三合里,住宅,50,3,3,9,12,2,2,4,8,2,33,8,120.1960915,22.9999315
20170510,67000,67000310,三合里,住宅,75,3,1,18,19,0,3,3,4,1,16,5,120.2390123,23.010739
20170517,67000,67000310,三合里,住宅,50,0,2,11,13,0,0,0,0,0,0,0,120.239012,23.010739
20170614,67000,67000310,三合里,住宅,50,2,8,13,21,1,1,2,4,1,10,4,120.2390123,23.010739
20170629,67000,67000310,三合里,住宅,52,3,7,11,18,1,2,3,6,2,17,5,120.2390123,23.010739
20170630,67000,67000310,三合里,住宅,50,0,2,1,3,0,0,0,0,0,0,0,120.2390123,23.010739
20170713,67000,67000370,三合里,住宅,50,1,5,7,12,0,1,1,2,1,8,3,22.9999315,120.1960915
20170711,67000,67000310,三合里,住宅,50,0,3,3,6,0,0,0,0,0,0,0,23.010739,120.2390123
20170714,67000,67000310,三合里,其他,50,0,8,2,10,0,0,0,0,0,0,0,23.010739,120.2390123
20170721,67000,67000310,三合里,住宅,50,0,0,1,1,0,0,0,0,0,0,0,23.010739,120.2390123
20170725,67000,67000310,三合里,住宅,50,0,0,2,2,0,0,0,0,0,0,0,23.010739,120.2390123
20170811,67000,67000370,三合里,住宅,50,0,5,13,18,0,0,0,0,0,0,0,22.999931,120.196091
20170810,67000,67000310,三合里,住宅,51,0,4,10,14,0,0,0,0,0,0,0,23.010739,120.239012
20170814,67000,67000310,三合里,住宅,51,0,1,10,11,0,0,0,0,0,0,0,23.010739,120.2390123
20170816,67000,67000310,三合里,住宅,50,1,0,8,8,0,2,2,4,1,25,6,23.010739,120.2390123
20170824,67000,67000310,三合里,住宅,51,2,9,20,29,0,2,2,4,1,7,3,23,120.2390123
20170828,67000,67000370,三合里,住宅,50,1,3,18,21,0,1,1,2,1,5,2,22.999,120.196
20170828,67000,67000310,三合里,住宅,75,0,5,7,12,0,0,0,0,0,0,0,23.01,120.239
20170905,67000,67000370,三合里,住宅,50,0,10,29,39,0,0,0,0,0,0,0,22.9999315,120.1960915
20170904,67000,67000310,三合里,住宅,50,2,4,7,11,0,2,2,4,1,18,5,23.010739,120.2390123
20170911,67000,67000370,三合里,住宅,50,1,4,18,22,0,1,1,2,1,5,2,22.9999315,120.1960915
20170919,67000,67000370,三合里,住宅,50,0,11,15,26,0,0,0,0,0,0,0,22.9999315,120.1960915
20171002,67000,67000370,三合里,住宅,53,0,5,4,9,0,0,0,0,0,0,0,22.9999315,120.1960915
20171005,67000,67000310,三合里,住宅,50,0,3,10,13,0,0,0,0,0,0,0,23.010739,120.2390123
20171012,67000,67000370,三合里,住宅,50,0,5,15,20,0,0,0,0,0,0,0,22.9999315,120.1960915
20171012,67000,67000310,三合里,住宅,50,0,4,9,13,0,0,0,0,0,0,0,23.010739,120.2390123
20171027,67000,67000370,三合里,住宅,52,0,4,5,9,0,0,0,0,0,0,0,22.9999315,120.1960915
20171026,67000,67000310,三合里,住宅,50,0,2,10,12,0,0,0,0,0,0,0,23.010739,120.2390123
20171103,67000,67000370,三合里,住宅,50,1,6,17,23,0,1,1,2,1,4,2,22.9999315,120.1960915
20171103,67000,67000310,三合里,住宅,50,0,8,1,9,0,0,0,0,0,0,0,23.010739,120.2390123
20171110,67000,67000310,三合里,住宅,54,1,8,15,23,0,1,1,2,1,4,2,23.010739,120.2390123
20171114,67000,67000370,三合里,住宅,50,0,7,9,16,0,0,0,0,0,0,0,22.9999315,120.1960915
20171120,67000,67000370,三合里,住宅,50,0,3,12,15,0,0,0,0,0,0,0,22.9999315,120.1960915
20171130,67000,67000310,三合里,住宅,50,1,0,6,6,0,2,2,4,1,33,8,23.010739,120.2390123
20171207,67000,67000370,三合里,住宅,50,1,10,15,25,0,1,1,0,0,0,0,22.9999315,120.1960915
20171205,67000,67000310,三合里,住宅,50,2,2,10,12,0,2,2,4,1,17,5,23.010739,120.2390123
20171229,67000,67000310,三合里,住宅,50,1,3,8,11,0,1,1,2,1,9,3,23.010739,120.2390123
20171108,67000,67000120,三協里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,23.1799151,120.2036668
20170111,67000,67000230,三和里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.4674459,23.0932944
20170203,67000,67000230,三和里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,120.4674459,23.0932944
20170416,67000,67000200,三舍里,住宅,50,0,3,12,15,0,0,0,0,0,0,0,120.2945362,23.0976924
20170420,67000,67000200,三舍里,住宅,50,0,0,3,3,0,0,0,0,0,0,0,120.2945362,23.0976924
20170420,67000,67000200,三舍里,住宅,50,0,0,8,8,0,0,0,0,0,0,0,120.2945362,23.0976924
20170315,67000,67000230,三埔里,住宅,50,0,0,10,10,0,0,0,0,0,0,0,120.4876036,23.0970529
20170120,67000,67000060,三榮里,住宅,50,0,0,37,37,0,0,0,0,0,0,0,120.3867834,23.3248931
20171106,67000,67000060,三榮里,住宅,50,0,0,9,9,0,0,0,0,0,0,0,23.3248931,120.3867834
20170117,67000,67000340,三德里,住宅,50,0,10,11,21,0,0,0,0,0,0,0,120.2047489,23.000133
20170217,67000,67000340,三德里,住宅,50,0,5,12,17,0,0,0,0,0,0,0,120.2047489,23.000133
20170308,67000,67000340,三德里,住宅,51,0,0,6,6,0,0,0,0,0,0,0,120.2047489,23.000133
20170405,67000,67000340,三德里,住宅,50,0,0,5,5,0,0,0,0,0,0,0,120.2047489,23.000133
20170502,67000,67000340,三德里,住宅,50,1,5,4,9,1,0,1,2,1,11,4,120.2047489,23.000133
20170523,67000,67000340,三德里,其他,50,0,0,2,2,0,0,0,0,0,0,0,120.2047489,23.000133
20170601,67000,67000340,三德里,住宅,50,2,1,12,13,1,1,2,4,1,15,5,120.2047489,23.000133
20170613,67000,67000340,三德里,其他,50,2,7,23,30,0,3,3,6,2,10,4,120.2047489,23.000133
20170627,67000,67000340,三德里,其他,75,1,13,14,27,6,0,6,8,2,22,6,120.2047489,23.000133
20170710,67000,67000340,三德里,其他,50,1,10,8,18,0,1,1,2,1,6,3,23.000133,120.2047489
20170718,67000,67000340,三德里,其他,50,0,3,10,13,0,0,0,0,0,0,0,23.000133,120.2047489
